//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/iOSSupport/System/Library/AccessibilityBundles/PhotosFramework.axbundle/Versions/A/PhotosFramework
// arch:    arm64e
// uuid:    76BBF5AE-84C2-3B16-A0F4-4AE0CEB367FB
// text:    0x00000002873a1000
// count:   101 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002873a2020  0x000000c0  __TEXT,__text  func  accessibilityCameraUILocalizedString
0x00000002873a20e0  0x000000c0  __TEXT,__text  func  accessibilityPLServicesLocalizedString
0x00000002873a21a0  0x00000068  __TEXT,__text  objc  +[PhotosAXGlue accessibilityInitializeBundle]  // +[PhotosAXGlue ?]
0x00000002873a2208  0x00000008  __TEXT,__text  func  __45+[PhotosAXGlue accessibilityInitializeBundle]_block_invoke
0x00000002873a2210  0x00000064  __TEXT,__text  func  __45+[PhotosAXGlue accessibilityInitializeBundle]_block_invoke_2
0x00000002873a2274  0x00000014  __TEXT,__text  func  __45+[PhotosAXGlue accessibilityInitializeBundle]_block_invoke_3
0x00000002873a2288  0x0000000c  __TEXT,__text  objc  +[PHAssetAccessibility(SafeCategory) safeCategoryTargetClassName]  // +[PHAssetAccessibility __objc_data]
0x00000002873a2294  0x0000000c  __TEXT,__text  objc  +[PHAssetAccessibility(SafeCategory) safeCategoryBaseClass]  // +[PHAssetAccessibility ?]
0x00000002873a22a0  0x0000000c  __TEXT,__text  objc  -[PHAssetAccessibility _axValueCallback]  // -[PHAssetAccessibility ?]
0x00000002873a22ac  0x0000005c  __TEXT,__text  objc  -[PHAssetAccessibility _setAXValueCallback:]  // -[PHAssetAccessibility ?]
0x00000002873a2308  0x0000000c  __TEXT,__text  objc  -[PHAssetAccessibility _axICloudLabelWasSet]  // -[PHAssetAccessibility ?]
0x00000002873a2314  0x0000000c  __TEXT,__text  objc  -[PHAssetAccessibility _axSetICloudLabelWasSet:]  // -[PHAssetAccessibility ?]
0x00000002873a2320  0x00000290  __TEXT,__text  objc  +[PHAssetAccessibility _accessibilityPerformValidations:]  // +[PHAssetAccessibility ?]
0x00000002873a25b0  0x00000048  __TEXT,__text  objc  -[PHAssetAccessibility shouldMeasureBlurriness]  // -[PHAssetAccessibility  ]
0x00000002873a25f8  0x0000008c  __TEXT,__text  objc  -[PHAssetAccessibility _accessibilityCreationTime]  // -[PHAssetAccessibility ?]
0x00000002873a2684  0x00000178  __TEXT,__text  objc  -[PHAssetAccessibility _accessibilityCreationDate]  // -[PHAssetAccessibility ?]
0x00000002873a27fc  0x000000c8  __TEXT,__text  objc  -[PHAssetAccessibility _accessibilityOrientation]  // -[PHAssetAccessibility ?]
0x00000002873a28c4  0x00000058  __TEXT,__text  objc  -[PHAssetAccessibility _accessibilityAssetDuration]  // -[PHAssetAccessibility ?]
0x00000002873a291c  0x000000bc  __TEXT,__text  objc  -[PHAssetAccessibility _accessibilityFacesInfo]  // -[PHAssetAccessibility ?]
