//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration
// arch:    arm64e
// uuid:    3E3C91CD-C9CE-3186-B49F-FBF3E6F1696B
// text:    0x0000000181a0d000
// count:   1390 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000181a0dbc0  0x000000c0  __TEXT,__text  func  __SCGetThreadSpecificData
0x0000000181a0dc80  0x0000072c  __TEXT,__text  func  _SCCopyDescription
0x0000000181a0e3ac  0x00000078  __TEXT,__text  func  isA_CFString
0x0000000181a0e424  0x0000005c  __TEXT,__text  func  compare_CFString
0x0000000181a0e480  0x00000078  __TEXT,__text  func  isA_CFNumber
0x0000000181a0e4f8  0x0000005c  __TEXT,__text  func  compare_CFNumber
0x0000000181a0e554  0x00000078  __TEXT,__text  func  isA_CFDate
0x0000000181a0e5cc  0x0000005c  __TEXT,__text  func  compare_CFDate
0x0000000181a0e628  0x00000068  __TEXT,__text  func  _SC_isInstallEnvironment
0x0000000181a0e690  0x00000064  __TEXT,__text  func  ___SC_isInstallEnvironment_block_invoke
0x0000000181a0e6f4  0x00000074  __TEXT,__text  func  _SC_LOG_DEFAULT
0x0000000181a0e768  0x0000006c  __TEXT,__text  func  _SC_syslog_os_log_mapping
0x0000000181a0e7d4  0x00000100  __TEXT,__text  func  __SC_Log
0x0000000181a0e8d4  0x00000180  __TEXT,__text  func  __SCPrint
0x0000000181a0ea54  0x00000120  __TEXT,__text  func  __SC_log_enabled
0x0000000181a0eb74  0x00000234  __TEXT,__text  func  __SC_log_send2
0x0000000181a0eda8  0x00000060  __TEXT,__text  func  __SC_log_send
0x0000000181a0ee08  0x00000178  __TEXT,__text  func  SCLog
0x0000000181a0ef80  0x00000070  __TEXT,__text  func  SCPrint
0x0000000181a0eff0  0x0000005c  __TEXT,__text  func  _SCErrorSet
0x0000000181a0f04c  0x0000016c  __TEXT,__text  func  SCCopyLastError
0x0000000181a0f1b8  0x00000050  __TEXT,__text  func  SCError
0x0000000181a0f208  0x00000118  __TEXT,__text  func  SCErrorString
0x0000000181a0f320  0x00000070  __TEXT,__text  func  ____SCThreadSpecificKeyInitialize_block_invoke
0x0000000181a0f390  0x000000b8  __TEXT,__text  func  __SCThreadSpecificDataFinalize
0x0000000181a0f448  0x0000005c  __TEXT,__text  func  ___SC_isAppleInternal_block_invoke
0x0000000181a0f4a4  0x00000028  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000181a0f4cc  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000181a0f4e0  0x00000060  __TEXT,__text  func  SCDynamicStoreKeyCreate
0x0000000181a0f540  0x00000078  __TEXT,__text  func  SCDynamicStoreKeyCreateNetworkGlobalEntity
0x0000000181a0f5b8  0x00000078  __TEXT,__text  func  SCDynamicStoreKeyCreateNetworkInterface
0x0000000181a0f630  0x00000094  __TEXT,__text  func  SCDynamicStoreKeyCreateNetworkInterfaceEntity
0x0000000181a0f6c4  0x00000094  __TEXT,__text  func  SCDynamicStoreKeyCreateNetworkServiceEntity
0x0000000181a0f758  0x0000015c  __TEXT,__text  func  _SC_cfstring_to_cstring_ext
0x0000000181a0f8b4  0x00000060  __TEXT,__text  func  _SC_cfstring_to_cstring
0x0000000181a0f914  0x00000164  __TEXT,__text  func  _SC_sockaddr_to_string
0x0000000181a0fa78  0x000001a0  __TEXT,__text  func  _SC_string_to_sockaddr
0x0000000181a0fc18  0x000000e4  __TEXT,__text  func  _SC_dlopen
0x0000000181a0fcfc  0x00000090  __TEXT,__text  func  ___SC_dlopen_block_invoke
0x0000000181a0fd8c  0x00000098  __TEXT,__text  func  _SC_sendMachMessage
0x0000000181a0fe24  0x0000011c  __TEXT,__text  func  _SC_trimDomain
0x0000000181a0ff40  0x00000088  __TEXT,__text  func  _SC_hw_model
0x0000000181a0ffc8  0x000001c8  __TEXT,__text  func  ___SC_hw_model_block_invoke
0x0000000181a10190  0x0000028c  __TEXT,__text  func  _SCSerialize
0x0000000181a1041c  0x000000dc  __TEXT,__text  func  __CFDataCopyVMData
0x0000000181a104f8  0x00000290  __TEXT,__text  func  _SCUnserialize
0x0000000181a10788  0x000002b0  __TEXT,__text  func  _SCSerializeString
0x0000000181a10a38  0x0000025c  __TEXT,__text  func  _SCUnserializeString
0x0000000181a10c94  0x00000164  __TEXT,__text  func  _SCSerializeData
0x0000000181a10df8  0x00000164  __TEXT,__text  func  _SCUnserializeData
0x0000000181a10f5c  0x00000244  __TEXT,__text  func  _SCSerializeMultiple
0x0000000181a111a0  0x00000234  __TEXT,__text  func  _SCUnserializeMultiple
0x0000000181a113d4  0x000002d8  __TEXT,__text  func  _SCCreatePropertyListFromResource
0x0000000181a116ac  0x00000214  __TEXT,__text  func  _SC_signalRunLoop
0x0000000181a118c0  0x00000100  __TEXT,__text  func  _SC_isScheduled
0x0000000181a119c0  0x00000094  __TEXT,__text  func  _SC_schedule
0x0000000181a11a54  0x00000144  __TEXT,__text  func  _SC_unschedule
0x0000000181a11b98  0x00000068  __TEXT,__text  func  _SC_getApplicationBundleID
0x0000000181a11c00  0x000000e4  __TEXT,__text  func  ___SC_getApplicationBundleID_block_invoke
0x0000000181a11ce4  0x00000334  __TEXT,__text  func  _SC_CFBundleGet
0x0000000181a12018  0x000001f8  __TEXT,__text  func  _SC_CFMachPortCreateWithPort
0x0000000181a12210  0x00000110  __TEXT,__text  func  _SC_crash
0x0000000181a12320  0x00000198  __TEXT,__text  func  _SC_dos_encoding_and_codepage
0x0000000181a124b8  0x00000300  __TEXT,__text  func  _SC_logMachPortStatus
0x0000000181a127b8  0x00000098  __TEXT,__text  func  _SC_checkMachPortReceive
0x0000000181a12850  0x00000574  __TEXT,__text  func  _SC_getMachPortReferences
0x0000000181a12dc4  0x000000a0  __TEXT,__text  func  _SC_checkMachPortSend
0x0000000181a12e64  0x000001fc  __TEXT,__text  func  _SC_logMachPortReferences
0x0000000181a13060  0x000000b0  __TEXT,__text  func  __os_log_helper_1_2_10_8_32_4_0_4_0_4_0_4_0_4_0_4_0_4_0_8_32_8_32
0x0000000181a13110  0x000001f8  __TEXT,__text  func  _SC_copyBacktrace
0x0000000181a13308  0x000001b0  __TEXT,__text  func  _SC_getconninfo
0x0000000181a134b8  0x000000dc  __TEXT,__text  func  _SC_copyInterfaceUUID
0x0000000181a13594  0x00000354  __TEXT,__text  func  SC_create_file_safely
0x0000000181a138e8  0x0000005c  __TEXT,__text  func  ___SC_isAppleInternal_block_invoke
0x0000000181a13944  0x0000014c  __TEXT,__text  func  _SCDPluginExecInit
0x0000000181a13a90  0x00000068  __TEXT,__text  func  childReapedMPCopyDescription
0x0000000181a13af8  0x00000204  __TEXT,__text  func  childrenReaped
0x0000000181a13cfc  0x0000008c  __TEXT,__text  func  reaper
0x0000000181a13d88  0x00000268  __TEXT,__text  func  _SCDPluginSpawnCommand
0x0000000181a13ff0  0x000003cc  __TEXT,__text  func  _SCDPluginExecCommand2
0x0000000181a143bc  0x00000060  __TEXT,__text  func  _SCDPluginExecCommand
0x0000000181a1441c  0x00000064  __TEXT,__text  func  __initializeLock_block_invoke
0x0000000181a14480  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000181a14494  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000181a144b0  0x00000010  __TEXT,__text  func  OUTLINED_FUNCTION_2
0x0000000181a144c0  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x0000000181a144d4  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_4
0x0000000181a144f0  0x000000e4  __TEXT,__text  func  CNSetSupportedSSIDs
0x0000000181a145d4  0x000000e4  __TEXT,__text  func  CNMarkPortalOnline
0x0000000181a146b8  0x000000e4  __TEXT,__text  func  CNMarkPortalOffline
0x0000000181a1479c  0x000000d8  __TEXT,__text  func  CNCopySupportedInterfaces
0x0000000181a14874  0x000000e4  __TEXT,__text  func  CNCopyCurrentNetworkInfo
0x0000000181a14958  0x0000005c  __TEXT,__text  func  ____loadCaptiveNetwork_block_invoke
0x0000000181a149b4  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000181a149c8  0x00000084  __TEXT,__text  func  _SCDynamicStoreCacheIsActive
0x0000000181a14a4c  0x00000090  __TEXT,__text  func  _SCDynamicStoreCacheOpen
0x0000000181a14adc  0x00000094  __TEXT,__text  func  __SCDynamicStoreCacheRelease
0x0000000181a14b70  0x000000e4  __TEXT,__text  func  _SCDynamicStoreCacheCommitChanges
0x0000000181a14c54  0x000000a0  __TEXT,__text  func  _SCDynamicStoreCacheClose
0x0000000181a14cf4  0x0000005c  __TEXT,__text  func  _SCDynamicStoreSetSessionWatchLimit
0x0000000181a14d50  0x00000074  __TEXT,__text  func  __log_SCDynamicStore
0x0000000181a14dc4  0x0000005c  __TEXT,__text  func  __SCDynamicStoreCreatePrivate
0x0000000181a14e20  0x00000244  __TEXT,__text  func  __SCDynamicStoreCreateInternal
0x0000000181a15064  0x000000f4  __TEXT,__text  func  __SCDynamicStoreNormalize
0x0000000181a15158  0x00000328  __TEXT,__text  func  __SCDynamicStoreCheckRetryAndHandleError
0x0000000181a15480  0x00000078  __TEXT,__text  func  ____SCDynamicStoreCheckRetryAndHandleError_block_invoke
0x0000000181a154f8  0x00000688  __TEXT,__text  func  __SCDynamicStoreReconnectNotifications
0x0000000181a15b80  0x00000180  __TEXT,__text  func  pushDisconnect
0x0000000181a15d00  0x000000c8  __TEXT,__text  func  SCDynamicStoreCreateWithOptions
0x0000000181a15dc8  0x0000034c  __TEXT,__text  func  __SCDynamicStoreAddSession
0x0000000181a16114  0x00000064  __TEXT,__text  func  SCDynamicStoreCreate
0x0000000181a16178  0x00000068  __TEXT,__text  func  SCDynamicStoreGetTypeID
0x0000000181a161e0  0x000000ac  __TEXT,__text  func  SCDynamicStoreSetDisconnectCallBack
0x0000000181a1628c  0x000001dc  __TEXT,__text  func  __SCDynamicStoreMapInternalStatus
0x0000000181a16468  0x00000220  __TEXT,__text  func  ____SCDynamicStoreCreateInternal_block_invoke
0x0000000181a16688  0x00000168  __TEXT,__text  func  addSessionReference
0x0000000181a167f0  0x00000148  __TEXT,__text  func  logSessionReference
0x0000000181a16938  0x00000064  __TEXT,__text  func  __copy_helper_block_8_32r
0x0000000181a1699c  0x00000060  __TEXT,__text  func  __destroy_helper_block_8_32r
0x0000000181a169fc  0x00000078  __TEXT,__text  func  __storeQueue_block_invoke
0x0000000181a16a74  0x0000006c  __TEXT,__text  func  ____SCDynamicStoreNullSession_block_invoke
0x0000000181a16ae0  0x00000068  __TEXT,__text  func  ____SCDynamicStoreReconnect_block_invoke
0x0000000181a16b48  0x00000100  __TEXT,__text  func  updateServerPort
0x0000000181a16c48  0x000000c8  __TEXT,__text  func  __updateServerPort_block_invoke
0x0000000181a16d10  0x0000043c  __TEXT,__text  func  __SCDynamicStoreServerPort
0x0000000181a1714c  0x00000268  __TEXT,__text  func  get_sysctl_val
0x0000000181a173b4  0x000000a4  __TEXT,__text  func  ____SCDynamicStoreInitialize_block_invoke
0x0000000181a17458  0x00000050  __TEXT,__text  func  childForkHandler
0x0000000181a174a8  0x00000188  __TEXT,__text  func  __SCDynamicStoreDeallocate
0x0000000181a17630  0x00000280  __TEXT,__text  func  __SCDynamicStoreCopyDescription
0x0000000181a178b0  0x00000068  __TEXT,__text  func  ____SCDynamicStoreDeallocate_block_invoke
0x0000000181a17918  0x00000354  __TEXT,__text  func  __add_state_handler_block_invoke
0x0000000181a17c6c  0x00000058  __TEXT,__text  func  ___SC_crash_once_block_invoke
0x0000000181a17cc4  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_0  // aliases: OUTLINED_FUNCTION_1
0x0000000181a17cdc  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_1  // aliases: OUTLINED_FUNCTION_2
0x0000000181a17cf0  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x0000000181a17d04  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_4
0x0000000181a17d18  0x00000134  __TEXT,__text  func  SCDynamicStoreCopyKeyList
0x0000000181a17e4c  0x0000013c  __TEXT,__text  func  SCDynamicStoreAddTemporaryValue
0x0000000181a17f88  0x00000130  __TEXT,__text  func  SCDynamicStoreAddValue
0x0000000181a180b8  0x000001ac  __TEXT,__text  func  SCDynamicStoreCopyMultiple
0x0000000181a18264  0x00000228  __TEXT,__text  func  __SCDynamicStoreCopyValueCommon
0x0000000181a1848c  0x0000005c  __TEXT,__text  func  SCDynamicStoreCopyValue
0x0000000181a184e8  0x00000054  __TEXT,__text  func  _SCControlPrefsCreate
0x0000000181a1853c  0x00000348  __TEXT,__text  func  _SCControlPrefsCreateCommon
0x0000000181a18884  0x00000064  __TEXT,__text  func  _SCControlPrefsCreateWithQueue
0x0000000181a188e8  0x000000b8  __TEXT,__text  func  _SCControlPrefsGetBoolean
0x0000000181a189a0  0x000000e8  __TEXT,__text  func  get_prefs
0x0000000181a18a88  0x000000d0  __TEXT,__text  func  _SCControlPrefsSetBoolean
0x0000000181a18b58  0x00000088  __TEXT,__text  func  prefs_changed_sc
0x0000000181a18be0  0x0000005c  __TEXT,__text  func  ____SCControlPrefsInitialize_block_invoke
0x0000000181a18c3c  0x000000fc  __TEXT,__text  func  __SCControlPrefsDeallocate
0x0000000181a18d38  0x00000154  __TEXT,__text  func  __SCControlPrefsCopyDescription
0x0000000181a18e8c  0x000001b4  __TEXT,__text  func  SCDynamicStoreSetMultiple
0x0000000181a19040  0x000001b8  __TEXT,__text  func  SCDynamicStoreSetValue
0x0000000181a191f8  0x0000016c  __TEXT,__text  func  SCDynamicStoreRemoveValue
0x0000000181a19364  0x0000015c  __TEXT,__text  func  SCDynamicStoreNotifyValue
0x0000000181a194c0  0x0000018c  __TEXT,__text  func  SCDynamicStoreSetNotificationKeys
0x0000000181a1964c  0x0000010c  __TEXT,__text  func  SCDynamicStoreAddWatchedKey
0x0000000181a19758  0x00000088  __TEXT,__text  func  addPreference  // aliases: addKey
0x0000000181a197e0  0x0000010c  __TEXT,__text  func  SCDynamicStoreRemoveWatchedKey
0x0000000181a198ec  0x000000b4  __TEXT,__text  func  removeKey
0x0000000181a199a0  0x00000118  __TEXT,__text  func  IPMonitorControlCreate
0x0000000181a19ab8  0x000000e8  __TEXT,__text  func  __IPMonitorControlCreate_block_invoke
0x0000000181a19ba0  0x000002e0  __TEXT,__text  func  IPMonitorControlHandleResponse
0x0000000181a19e80  0x000000dc  __TEXT,__text  func  ApplyInterfaceRank
0x0000000181a19f5c  0x000000dc  __TEXT,__text  func  ApplyInterfaceAdvisory
0x0000000181a1a038  0x00000160  __TEXT,__text  func  IPMonitorControlSetInterfacePrimaryRank
0x0000000181a1a198  0x00000084  __TEXT,__text  func  create_request_dictionary
0x0000000181a1a21c  0x000001d8  __TEXT,__text  func  IPMonitorControlSendRequest
0x0000000181a1a3f4  0x000000fc  __TEXT,__text  func  __IPMonitorControlSetInterfacePrimaryRank_block_invoke
0x0000000181a1a4f0  0x000000f0  __TEXT,__text  func  IPMonitorControlGetInterfacePrimaryRank
0x0000000181a1a5e0  0x00000074  __TEXT,__text  func  IPMonitorControlCopyInterfaceRankAssertionNotificationKey
