//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/DFRFoundation.framework/Versions/A/DFRFoundation
// arch:    arm64e
// uuid:    801CC18F-7E1A-3D24-9F67-AA8EAE0C1465
// text:    0x000000018d5d2000
// count:   469 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000018d5d32f0  0x000000f8  __TEXT,__text  func  DFRRegisterStatusChangeCallback
0x000000018d5d33e8  0x00000058  __TEXT,__text  func  _DFRQueue
0x000000018d5d3440  0x00000070  __TEXT,__text  func  ___DFRQueue_block_invoke
0x000000018d5d34b0  0x000000dc  __TEXT,__text  func  __DFRRegisterStatusChangeCallback_block_invoke
0x000000018d5d358c  0x00000114  __TEXT,__text  func  DFRGetStatus
0x000000018d5d36a0  0x00000124  __TEXT,__text  func  ___DFRSystemBootstrap_block_invoke
0x000000018d5d37c4  0x000000c8  __TEXT,__text  func  _DFRNotificationRegister
0x000000018d5d388c  0x0000012c  __TEXT,__text  func  ___DFRNotificationRegister_block_invoke
0x000000018d5d39b8  0x00000010  __TEXT,__text  func  __copy_helper_block_e8_32b
0x000000018d5d39c8  0x0000000c  __TEXT,__text  func  _DFRNotificationGetState
0x000000018d5d39d4  0x000000b0  __TEXT,__text  func  _DFRHandshake
0x000000018d5d3a84  0x00000008  __TEXT,__text  func  ___DFRHandshake_block_invoke
0x000000018d5d3a8c  0x0000037c  __TEXT,__text  func  _DFRHandleHandshake
0x000000018d5d3e08  0x00000010  __TEXT,__text  func  _DFRGetRenderPort
0x000000018d5d3e18  0x00000404  __TEXT,__text  func  DFRSessionShmemMap
0x000000018d5d421c  0x00000020  __TEXT,__text  func  _DFRAvailable
0x000000018d5d423c  0x00000018  __TEXT,__text  func  _DFRSetServerPID
0x000000018d5d4254  0x000001dc  __TEXT,__text  func  _DFRSetRenderPort
0x000000018d5d4430  0x00000054  __TEXT,__text  func  ___DFRHandleHandshake_block_invoke
0x000000018d5d4484  0x00000010  __TEXT,__text  func  _DFRGetServerPID
0x000000018d5d4494  0x00000018  __TEXT,__text  func  _DFRSetServerStatus
0x000000018d5d44ac  0x00000010  __TEXT,__text  func  _DFRIsControlStrip
