//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/DeviceToDeviceManager.framework/Versions/A/DeviceToDeviceManager
// arch:    arm64e
// uuid:    F5379E71-030D-3A3F-B1FB-F661FEB9E94E
// text:    0x00000001b4e65000
// count:   18 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000001b4e656f0  0x00000284  __TEXT,__text  func  D2DInitialize
0x00000001b4e65974  0x000000d4  __TEXT,__text  func  D2DStartAdvertisingPairOnTransport
0x00000001b4e65a48  0x0000004c  __TEXT,__text  func  D2DTerminate
0x00000001b4e65a94  0x000000d8  __TEXT,__text  func  D2DStartAdvertisingPair
0x00000001b4e65b6c  0x000000d8  __TEXT,__text  func  D2DStopAdvertisingPair
0x00000001b4e65c44  0x000000d4  __TEXT,__text  func  D2DStopAdvertisingPairOnTransport
0x00000001b4e65d18  0x00000088  __TEXT,__text  func  D2DStartBrowsingForKey
0x00000001b4e65da0  0x0000007c  __TEXT,__text  func  D2DStartBrowsingForKeyOnTransport
0x00000001b4e65e1c  0x00000088  __TEXT,__text  func  D2DStopBrowsingForKey
0x00000001b4e65ea4  0x0000007c  __TEXT,__text  func  D2DStopBrowsingForKeyOnTransport
0x00000001b4e65f20  0x000000e4  __TEXT,__text  func  D2DStartResolvingPair
0x00000001b4e66004  0x000000e4  __TEXT,__text  func  D2DStartResolvingPairOnTransport
0x00000001b4e660e8  0x000000dc  __TEXT,__text  func  D2DStopResolvingPair
0x00000001b4e661c4  0x000000e4  __TEXT,__text  func  D2DStopResolvingPairOnTransport
0x00000001b4e662a8  0x0000002c  __TEXT,__text  func  D2DRetain
0x00000001b4e662d4  0x0000012c  __TEXT,__text  func  D2DRelease
0x00000001b4e66400  0x00000048  __TEXT,__const  func  DeviceToDeviceManagerVersionString
0x00000001b4e66448  0x00000000  __TEXT,__const  func  DeviceToDeviceManagerVersionNumber
