//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/Frameworks/VisionKit.framework/Versions/A/VisionKit
// arch:    arm64e
// uuid:    17985B54-6704-3BFF-9340-743C0B324EA4
// text:    0x000000022e896000
// count:   512 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000022e897798  0x00000054  __TEXT,__text  sub  sub_22e897798
0x000000022e8977ec  0x0000005c  __TEXT,__text  sub  sub_22e8977ec
0x000000022e897848  0x00000020  __TEXT,__text  sub  sub_22e897848
0x000000022e897868  0x00000038  __TEXT,__text  sub  sub_22e897868
0x000000022e8978a0  0x0000000c  __TEXT,__text  sub  sub_22e8978a0
0x000000022e8978ac  0x00000008  __TEXT,__text  sub  sub_22e8978ac
0x000000022e8978b4  0x00000014  __TEXT,__text  sub  sub_22e8978b4
0x000000022e8978c8  0x00000024  __TEXT,__text  sub  sub_22e8978c8
0x000000022e8978ec  0x00000018  __TEXT,__text  sub  sub_22e8978ec
0x000000022e897904  0x00000014  __TEXT,__text  sub  sub_22e897904
0x000000022e897918  0x00000014  __TEXT,__text  sub  sub_22e897918
0x000000022e89792c  0x00000014  __TEXT,__text  sub  sub_22e89792c
0x000000022e897940  0x00000014  __TEXT,__text  sub  sub_22e897940
0x000000022e897954  0x00000020  __TEXT,__text  sub  sub_22e897954
0x000000022e897974  0x00000014  __TEXT,__text  sub  sub_22e897974
0x000000022e897988  0x00000004  __TEXT,__text  sub  sub_22e897988
0x000000022e89798c  0x00000004  __TEXT,__text  sub  sub_22e89798c
0x000000022e897990  0x00000004  __TEXT,__text  sub  sub_22e897990
0x000000022e897994  0x00000004  __TEXT,__text  sub  sub_22e897994
0x000000022e897998  0x0000000c  __TEXT,__text  sub  sub_22e897998
0x000000022e8979a4  0x00000008  __TEXT,__text  sub  sub_22e8979a4
0x000000022e8979ac  0x0000002c  __TEXT,__text  sub  sub_22e8979ac
0x000000022e8979d8  0x00000020  __TEXT,__text  sub  sub_22e8979d8
0x000000022e8979f8  0x00000004  __TEXT,__text  sub  sub_22e8979f8
0x000000022e8979fc  0x00000014  __TEXT,__text  sub  sub_22e8979fc
0x000000022e897a10  0x00000008  __TEXT,__text  sub  sub_22e897a10
0x000000022e897a18  0x00000008  __TEXT,__text  sub  sub_22e897a18
0x000000022e897a20  0x00000020  __TEXT,__text  sub  sub_22e897a20
0x000000022e897a40  0x00000008  __TEXT,__text  sub  sub_22e897a40
0x000000022e897a48  0x0000000c  __TEXT,__text  sub  sub_22e897a48
0x000000022e897a54  0x0000000c  __TEXT,__text  sub  sub_22e897a54
0x000000022e897a60  0x0000000c  __TEXT,__text  sub  sub_22e897a60
0x000000022e897a6c  0x00000014  __TEXT,__text  sub  sub_22e897a6c
0x000000022e897a80  0x00000014  __TEXT,__text  sub  sub_22e897a80
0x000000022e897a94  0x00000030  __TEXT,__text  sub  sub_22e897a94
0x000000022e897ac4  0x00000024  __TEXT,__text  sub  sub_22e897ac4
0x000000022e897ae8  0x00000014  __TEXT,__text  sub  sub_22e897ae8
0x000000022e897afc  0x00000014  __TEXT,__text  sub  sub_22e897afc
0x000000022e897b10  0x00000014  __TEXT,__text  sub  sub_22e897b10
0x000000022e897b24  0x00000010  __TEXT,__text  sub  sub_22e897b24
0x000000022e897b34  0x00000018  __TEXT,__text  sub  sub_22e897b34
0x000000022e897b4c  0x00000014  __TEXT,__text  sub  sub_22e897b4c
0x000000022e897b60  0x00000010  __TEXT,__text  sub  sub_22e897b60
0x000000022e897b70  0x0000000c  __TEXT,__text  sub  sub_22e897b70
0x000000022e897b7c  0x00000004  __TEXT,__text  sub  sub_22e897b7c
0x000000022e897b80  0x00000050  __TEXT,__text  sub  sub_22e897b80
0x000000022e897bd0  0x00000034  __TEXT,__text  sub  sub_22e897bd0
0x000000022e897c04  0x00000024  __TEXT,__text  sub  sub_22e897c04
0x000000022e897c28  0x00000054  __TEXT,__text  sub  sub_22e897c28
0x000000022e897c7c  0x0000002c  __TEXT,__text  sub  sub_22e897c7c
0x000000022e897ca8  0x000001a4  __TEXT,__text  sub  sub_22e897ca8
0x000000022e897e4c  0x00000118  __TEXT,__text  sub  sub_22e897e4c
0x000000022e897f64  0x0000002c  __TEXT,__text  sub  sub_22e897f64
0x000000022e897f90  0x000001a4  __TEXT,__text  sub  sub_22e897f90
0x000000022e898134  0x00000118  __TEXT,__text  sub  sub_22e898134
0x000000022e89824c  0x0000006c  __TEXT,__text  sub  sub_22e89824c
0x000000022e8982b8  0x00000064  __TEXT,__text  sub  sub_22e8982b8
0x000000022e89831c  0x0000002c  __TEXT,__text  sub  sub_22e89831c
0x000000022e898348  0x000001a4  __TEXT,__text  sub  sub_22e898348
0x000000022e8984ec  0x0000002c  __TEXT,__text  sub  sub_22e8984ec
0x000000022e898518  0x000001a4  __TEXT,__text  sub  sub_22e898518
0x000000022e8986bc  0x000000cc  __TEXT,__text  sub  sub_22e8986bc
0x000000022e898788  0x000001e8  __TEXT,__text  sub  sub_22e898788
0x000000022e898970  0x00000118  __TEXT,__text  sub  sub_22e898970
0x000000022e898a88  0x00000078  __TEXT,__text  sub  sub_22e898a88
0x000000022e898b00  0x00000070  __TEXT,__text  sub  sub_22e898b00
0x000000022e898b70  0x000001b8  __TEXT,__text  sub  sub_22e898b70
0x000000022e898d28  0x000000a8  __TEXT,__text  sub  sub_22e898d28
0x000000022e898dd0  0x00000090  __TEXT,__text  sub  sub_22e898dd0
0x000000022e898e60  0x00000020  __TEXT,__text  sub  sub_22e898e60
0x000000022e898e80  0x00000038  __TEXT,__text  sub  sub_22e898e80
0x000000022e898eb8  0x00000008  __TEXT,__text  sub  sub_22e898eb8
0x000000022e898ec0  0x00000004  __TEXT,__text  sub  sub_22e898ec0
0x000000022e898ec4  0x00000054  __TEXT,__text  sub  sub_22e898ec4
0x000000022e898f18  0x00000004  __TEXT,__text  sub  sub_22e898f18
0x000000022e898f1c  0x00000054  __TEXT,__text  sub  sub_22e898f1c
