//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SiriAutoComplete.framework/Versions/A/SiriAutoComplete
// arch:    arm64e
// uuid:    162717F0-5AAC-32B8-8788-51B60437CB96
// text:    0x000000026873a000
// count:   1967 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000026873c108  0x00000010  __TEXT,__text  sub  sub_26873c108
0x000000026873c118  0x0000000c  __TEXT,__text  sub  sub_26873c118
0x000000026873c124  0x00000038  __TEXT,__text  sub  sub_26873c124
0x000000026873c15c  0x00000010  __TEXT,__text  sub  sub_26873c15c
0x000000026873c16c  0x00000144  __TEXT,__text  sub  sub_26873c16c
0x000000026873c2b0  0x00000010  __TEXT,__text  sub  sub_26873c2b0
0x000000026873c2c0  0x00000010  __TEXT,__text  sub  sub_26873c2c0
0x000000026873c2d0  0x00000010  __TEXT,__text  sub  sub_26873c2d0
0x000000026873c2e0  0x00000010  __TEXT,__text  sub  sub_26873c2e0
0x000000026873c2f0  0x00000010  __TEXT,__text  sub  sub_26873c2f0
0x000000026873c300  0x00000010  __TEXT,__text  sub  sub_26873c300
0x000000026873c310  0x00000004  __TEXT,__text  sub  sub_26873c310
0x000000026873c314  0x00000014  __TEXT,__text  sub  sub_26873c314
0x000000026873c328  0x00000014  __TEXT,__text  sub  sub_26873c328
0x000000026873c33c  0x00000014  __TEXT,__text  sub  sub_26873c33c
0x000000026873c350  0x00000014  __TEXT,__text  sub  sub_26873c350
0x000000026873c364  0x00000014  __TEXT,__text  sub  sub_26873c364
0x000000026873c378  0x00000014  __TEXT,__text  sub  sub_26873c378
0x000000026873c38c  0x0000000c  __TEXT,__text  sub  sub_26873c38c
0x000000026873c398  0x0000001c  __TEXT,__text  sub  sub_26873c398
0x000000026873c3b4  0x00000004  __TEXT,__text  sub  sub_26873c3b4
0x000000026873c3b8  0x00000038  __TEXT,__text  sub  sub_26873c3b8
0x000000026873c3f0  0x00000060  __TEXT,__text  sub  sub_26873c3f0
0x000000026873c450  0x00000014  __TEXT,__text  sub  sub_26873c450
0x000000026873c464  0x00000014  __TEXT,__text  sub  sub_26873c464
0x000000026873c478  0x00000014  __TEXT,__text  sub  sub_26873c478
0x000000026873c48c  0x00000014  __TEXT,__text  sub  sub_26873c48c
0x000000026873c4a0  0x0000007c  __TEXT,__text  sub  sub_26873c4a0
0x000000026873c51c  0x00000048  __TEXT,__text  sub  sub_26873c51c
0x000000026873c564  0x00000050  __TEXT,__text  sub  sub_26873c564
0x000000026873c5b4  0x00000054  __TEXT,__text  sub  sub_26873c5b4
0x000000026873c608  0x00000014  __TEXT,__text  sub  sub_26873c608
0x000000026873c61c  0x00000014  __TEXT,__text  sub  sub_26873c61c
0x000000026873c630  0x00000014  __TEXT,__text  sub  sub_26873c630
0x000000026873c644  0x00000014  __TEXT,__text  sub  sub_26873c644
0x000000026873c658  0x00000018  __TEXT,__text  sub  sub_26873c658
0x000000026873c670  0x00000014  __TEXT,__text  sub  sub_26873c670
0x000000026873c684  0x00000014  __TEXT,__text  sub  sub_26873c684
0x000000026873c698  0x00000014  __TEXT,__text  sub  sub_26873c698
0x000000026873c6ac  0x00000014  __TEXT,__text  sub  sub_26873c6ac
0x000000026873c6c0  0x00000010  __TEXT,__text  sub  sub_26873c6c0
0x000000026873c6d0  0x00000010  __TEXT,__text  sub  sub_26873c6d0
0x000000026873c6e0  0x00000010  __TEXT,__text  sub  sub_26873c6e0
0x000000026873c6f0  0x00000010  __TEXT,__text  sub  sub_26873c6f0
0x000000026873c700  0x00000010  __TEXT,__text  sub  sub_26873c700
0x000000026873c710  0x00000010  __TEXT,__text  sub  sub_26873c710
0x000000026873c720  0x00000010  __TEXT,__text  sub  sub_26873c720
0x000000026873c730  0x00000010  __TEXT,__text  sub  sub_26873c730
0x000000026873c740  0x00000010  __TEXT,__text  sub  sub_26873c740
0x000000026873c750  0x00000010  __TEXT,__text  sub  sub_26873c750
0x000000026873c760  0x00000010  __TEXT,__text  sub  sub_26873c760
0x000000026873c770  0x00000010  __TEXT,__text  sub  sub_26873c770
0x000000026873c780  0x00000010  __TEXT,__text  sub  sub_26873c780
0x000000026873c790  0x00000010  __TEXT,__text  sub  sub_26873c790
0x000000026873c7a0  0x00000004  __TEXT,__text  sub  sub_26873c7a0
0x000000026873c7a4  0x00000038  __TEXT,__text  sub  sub_26873c7a4
0x000000026873c7dc  0x00000004  __TEXT,__text  sub  sub_26873c7dc
0x000000026873c7e0  0x00000008  __TEXT,__text  sub  sub_26873c7e0
0x000000026873c7e8  0x00000008  __TEXT,__text  sub  sub_26873c7e8
0x000000026873c7f0  0x00000010  __TEXT,__text  sub  sub_26873c7f0
0x000000026873c800  0x00000028  __TEXT,__text  sub  sub_26873c800
0x000000026873c828  0x00000018  __TEXT,__text  sub  sub_26873c828
0x000000026873c840  0x00000008  __TEXT,__text  sub  sub_26873c840
0x000000026873c848  0x0000000c  __TEXT,__text  sub  sub_26873c848
0x000000026873c854  0x00000250  __TEXT,__text  sub  sub_26873c854
0x000000026873caa4  0x00000064  __TEXT,__text  sub  sub_26873caa4
0x000000026873cb08  0x0000032c  __TEXT,__text  sub  sub_26873cb08
0x000000026873ce34  0x00000060  __TEXT,__text  sub  sub_26873ce34
