//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/Filesystems/exfat.fs/Contents/Resources/livefiles_exfat.dylib
// arch:    arm64e
// uuid:    A2F8B950-8B3D-37E1-A52F-2AEE45C27EC4
// text:    0x0000000225e98000
// count:   210 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000225e98a08  0x000000fc  __TEXT,__text  func  exfat_timestamp_to_unix
0x0000000225e98b04  0x00000034  __TEXT,__text  func  exfat_timestamp_to_nanoseconds
0x0000000225e98b38  0x0000022c  __TEXT,__text  func  exfat_timestamp_from_unix
0x0000000225e98d64  0x00000010  __TEXT,__text  func  FSOPS_CheckIfVolumeIsDirty
0x0000000225e98d74  0x00000150  __TEXT,__text  func  FSOPS_SetDeviceAsDirty
0x0000000225e98ec4  0x00000044  __TEXT,__text  func  FSOPS_SetDirtyBitAndAcquireLck
0x0000000225e98f08  0x00000034  __TEXT,__text  func  FSOPS_FlushCacheAndFreeLck
0x0000000225e98f3c  0x00000114  __TEXT,__text  func  EXFAT_Init
0x0000000225e99050  0x00000004  __TEXT,__text  func  EXFAT_Fini
0x0000000225e99054  0x00000248  __TEXT,__text  func  EXFAT_Taste
0x0000000225e9929c  0x000003c0  __TEXT,__text  func  EXFAT_Mount
0x0000000225e9965c  0x000001e8  __TEXT,__text  func  EXFAT_Sync
0x0000000225e99844  0x000001e8  __TEXT,__text  func  EXFAT_Sync_async
0x0000000225e99a2c  0x000001f0  __TEXT,__text  func  EXFAT_Unmount
0x0000000225e99c1c  0x000007ac  __TEXT,__text  func  EXFAT_GetFSAttr
0x0000000225e9a3c8  0x000004c4  __TEXT,__text  func  EXFAT_SetFSAttr
0x0000000225e9a88c  0x00000474  __TEXT,__text  func  EXFAT_check
0x0000000225e9ad00  0x000004e8  __TEXT,__text  func  EXFAT_ScanVols
0x0000000225e9b1e8  0x000000b4  __TEXT,__text  func  EXFAT_GetFSRepresentation
0x0000000225e9b29c  0x00000014  __TEXT,__text  func  livefiles_plugin_init
0x0000000225e9b2b0  0x00000044  __TEXT,__text  func  EXFAT_GetGMTDiffOffset
0x0000000225e9b2f4  0x00000848  __TEXT,__text  func  FSOPS_ReadBootSector
0x0000000225e9bb3c  0x00000624  __TEXT,__text  func  FSOPS_CreateRootRecord
0x0000000225e9c160  0x00000304  __TEXT,__text  func  FSOPS_lookupVolumeLabel
0x0000000225e9c464  0x000004f8  __TEXT,__text  func  FSOPS_ReadUpcase
0x0000000225e9c95c  0x0000009c  __TEXT,__text  func  FSOPS_CreateUUidFromSerial
0x0000000225e9c9f8  0x000001dc  __TEXT,__text  func  exfat_sync_internal
0x0000000225e9cbd4  0x000004fc  __TEXT,__text  func  RAWFILE_read
0x0000000225e9d0d0  0x000005f0  __TEXT,__text  func  RAWFILE_write
0x0000000225e9d6c0  0x0000020c  __TEXT,__text  func  metaWrite
0x0000000225e9d8cc  0x0000020c  __TEXT,__text  func  metaWriteSync
0x0000000225e9dad8  0x00000234  __TEXT,__text  func  metaRead
0x0000000225e9dd0c  0x00000144  __TEXT,__text  func  metaFlush
0x0000000225e9de50  0x0000017c  __TEXT,__text  func  metaClear
0x0000000225e9dfcc  0x0000014c  __TEXT,__text  func  metaPurge
0x0000000225e9e118  0x00000224  __TEXT,__text  func  metaWriteSubBlock
0x0000000225e9e33c  0x00000064  __TEXT,__text  func  ZeroFill_Init
0x0000000225e9e3a0  0x000000ec  __TEXT,__text  func  ZeroFill_DeInit
0x0000000225e9e48c  0x0000014c  __TEXT,__text  func  ZeroFill_Fill
0x0000000225e9e5d8  0x00000110  __TEXT,__text  func  ZeroFill_FillClusterSuffixWithZeros
0x0000000225e9e6e8  0x00000008  __TEXT,__text  func  MultiReadSingleWrite_Init
0x0000000225e9e6f0  0x00000004  __TEXT,__text  func  MultiReadSingleWrite_DeInit
0x0000000225e9e6f4  0x00000048  __TEXT,__text  func  MultiReadSingleWrite_LockRead
0x0000000225e9e73c  0x00000004  __TEXT,__text  func  MultiReadSingleWrite_FreeRead
0x0000000225e9e740  0x00000048  __TEXT,__text  func  MultiReadSingleWrite_LockWrite
0x0000000225e9e788  0x00000020  __TEXT,__text  func  MultiReadSingleWrite_TryLockWrite
0x0000000225e9e7a8  0x00000004  __TEXT,__text  func  MultiReadSingleWrite_FreeWrite
0x0000000225e9e7ac  0x00000024  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000225e9e7d0  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_1
