//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/iOSSupport/System/Library/PrivateFrameworks/NewsLiveActivitiesCore.framework/Versions/A/NewsLiveActivitiesCore
// arch:    arm64e
// uuid:    93526D5B-2924-31EE-811E-9C80175AD980
// text:    0x00000002c92be000
// count:   10679 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002c92bfe78  0x00000008  __TEXT,__text  sub  sub_2c92bfe78
0x00000002c92bfe80  0x00000004  __TEXT,__text  sub  sub_2c92bfe80
0x00000002c92bfe84  0x00000004  __TEXT,__text  sub  sub_2c92bfe84
0x00000002c92bfe88  0x00000004  __TEXT,__text  sub  sub_2c92bfe88
0x00000002c92bfe8c  0x00000004  __TEXT,__text  sub  sub_2c92bfe8c
0x00000002c92bfe90  0x0000002c  __TEXT,__text  sub  sub_2c92bfe90
0x00000002c92bfebc  0x00000004  __TEXT,__text  sub  sub_2c92bfebc
0x00000002c92bfec0  0x00000004  __TEXT,__text  sub  sub_2c92bfec0
0x00000002c92bfec4  0x00000004  __TEXT,__text  sub  sub_2c92bfec4
0x00000002c92bfec8  0x00000004  __TEXT,__text  sub  sub_2c92bfec8
0x00000002c92bfecc  0x00000018  __TEXT,__text  sub  sub_2c92bfecc
0x00000002c92bfee4  0x00000004  __TEXT,__text  sub  sub_2c92bfee4
0x00000002c92bfee8  0x00000004  __TEXT,__text  sub  sub_2c92bfee8
0x00000002c92bfeec  0x00000004  __TEXT,__text  sub  sub_2c92bfeec
0x00000002c92bfef0  0x00000004  __TEXT,__text  sub  sub_2c92bfef0
0x00000002c92bfef4  0x00000004  __TEXT,__text  sub  sub_2c92bfef4
0x00000002c92bfef8  0x00000004  __TEXT,__text  sub  sub_2c92bfef8
0x00000002c92bfefc  0x00000004  __TEXT,__text  sub  sub_2c92bfefc
