//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/usr/lib/libnfstorage.dylib
// arch:    arm64e
// uuid:    427EB937-A7F9-3D1F-84D8-B3DEF2CB796B
// text:    0x00000002845ae000
// count:   44 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002845aed20  0x0000000c  __TEXT,__text  objc  -[NFStorageControllerApplet ?]
0x00000002845aed2c  0x00000044  __TEXT,__text  objc  -[NFStorageControllerApplet ?]
0x00000002845aed70  0x00000498  __TEXT,__text  objc  -[NFStorageControllerApplet ?]
0x00000002845af208  0x00000010  __TEXT,__text  sub  sub_2845af208
0x00000002845af218  0x00000008  __TEXT,__text  sub  sub_2845af218
0x00000002845af220  0x00000470  __TEXT,__text  sub  sub_2845af220
0x00000002845af690  0x00000058  __TEXT,__text  sub  sub_2845af690
0x00000002845af6e8  0x0000004c  __TEXT,__text  sub  sub_2845af6e8
0x00000002845af734  0x00000180  __TEXT,__text  objc  -[NFStorageControllerApplet ?]
0x00000002845af8b4  0x00000388  __TEXT,__text  objc  -[NFStorageControllerApplet ]
0x00000002845afc3c  0x0000049c  __TEXT,__text  sub  sub_2845afc3c
0x00000002845b00d8  0x00000914  __TEXT,__text  sub  sub_2845b00d8
0x00000002845b09ec  0x00000214  __TEXT,__text  sub  sub_2845b09ec
0x00000002845b0c00  0x00000010  __TEXT,__text  sub  sub_2845b0c00
0x00000002845b0c10  0x0000000c  __TEXT,__text  sub  sub_2845b0c10
0x00000002845b0c1c  0x00000070  __TEXT,__text  sub  sub_2845b0c1c
0x00000002845b0c8c  0x0000005c  __TEXT,__text  sub  sub_2845b0c8c
0x00000002845b0ce8  0x0000003c  __TEXT,__text  sub  sub_2845b0ce8
0x00000002845b0d24  0x0000003c  __TEXT,__text  sub  sub_2845b0d24
0x00000002845b0d60  0x00000158  __TEXT,__text  objc  -[NFStorageControllerApplet ?]
0x00000002845b0eb8  0x00000190  __TEXT,__text  sub  sub_2845b0eb8
0x00000002845b1048  0x00000008  __TEXT,__text  sub  sub_2845b1048
0x00000002845b1050  0x00000008  __TEXT,__text  sub  sub_2845b1050
0x00000002845b1058  0x0000000c  __TEXT,__text  objc  -[NFStorageControllerESEExpress ?]
0x00000002845b1064  0x00000044  __TEXT,__text  objc  -[NFStorageControllerESEExpress ?]
0x00000002845b10a8  0x000003ec  __TEXT,__text  objc  -[NFStorageControllerESEExpress ?]
0x00000002845b1494  0x00000010  __TEXT,__text  sub  sub_2845b1494
0x00000002845b14a4  0x00000008  __TEXT,__text  sub  sub_2845b14a4
0x00000002845b14ac  0x00000bac  __TEXT,__text  sub  sub_2845b14ac
0x00000002845b2058  0x00000180  __TEXT,__text  objc  -[NFStorageControllerESEExpress ?]
0x00000002845b21d8  0x00000190  __TEXT,__text  objc  -[NFStorageControllerESEExpress ?]
0x00000002845b2368  0x00000758  __TEXT,__text  sub  sub_2845b2368
0x00000002845b2ac0  0x00000158  __TEXT,__text  objc  -[NFStorageControllerESEExpress a]
0x00000002845b2c18  0x00000190  __TEXT,__text  sub  sub_2845b2c18
0x00000002845b2da8  0x00000084  __TEXT,__text  sub  sub_2845b2da8
0x00000002845b2e2c  0x00000104  __TEXT,__text  sub  sub_2845b2e2c
0x00000002845b2f30  0x00000714  __TEXT,__text  sub  sub_2845b2f30
0x00000002845b3644  0x00000050  __TEXT,__text  objc  -[NFStorageController ?]
0x00000002845b3694  0x00000014  __TEXT,__text  objc  +[ExpressESEEntity ?]
0x00000002845b36a8  0x00000014  __TEXT,__text  objc  +[ExpressIcfEntity ?]
0x00000002845b36bc  0x00000014  __TEXT,__text  objc  +[AppletEntity ]
0x00000002845b36d0  0x00000014  __TEXT,__text  objc  +[PurpleTrustAppletEntity ?]
0x00000002845b36e4  0x00000014  __TEXT,__text  objc  +[PurpleTrustClientEntity ?]
0x00000002845b36f8  0x00000000  __TEXT,__text  objc  +[PurpleTrustKeyEntity ?]
