//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/AccessoryNowPlaying.framework/Versions/A/AccessoryNowPlaying
// arch:    arm64e
// uuid:    A3556C3D-9178-3CC2-B90F-AD7B66615944
// text:    0x0000000231496000
// count:   131 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000231496ef8  0x00000224  __TEXT,__text  func  -[AccessoryNowPlayingClient initWithDelegate:]
0x000000023149711c  0x000001b4  __TEXT,__text  func  __46-[AccessoryNowPlayingClient initWithDelegate:]_block_invoke
0x00000002314972d0  0x0000000c  __TEXT,__text  func  __copy_helper_block_e8_32w
0x00000002314972dc  0x00000008  __TEXT,__text  func  __destroy_helper_block_e8_32w
0x00000002314972e4  0x00000068  __TEXT,__text  func  -[AccessoryNowPlayingClient dealloc]
0x000000023149734c  0x000004d8  __TEXT,__text  func  -[AccessoryNowPlayingClient connectToServer]
0x0000000231497824  0x00000134  __TEXT,__text  func  __44-[AccessoryNowPlayingClient connectToServer]_block_invoke
0x0000000231497958  0x0000012c  __TEXT,__text  func  __44-[AccessoryNowPlayingClient connectToServer]_block_invoke.79
0x0000000231497a84  0x000000b0  __TEXT,__text  func  __44-[AccessoryNowPlayingClient connectToServer]_block_invoke.80
0x0000000231497b34  0x00000138  __TEXT,__text  func  __44-[AccessoryNowPlayingClient connectToServer]_block_invoke.82
0x0000000231497c6c  0x0000004c  __TEXT,__text  func  -[AccessoryNowPlayingClient shouldSendArtwork]
0x0000000231497cb8  0x0000004c  __TEXT,__text  func  -[AccessoryNowPlayingClient shouldSendPlaybackQueueList]
0x0000000231497d04  0x000000b8  __TEXT,__text  func  -[AccessoryNowPlayingClient mediaItemAttributesDidChange:]
0x0000000231497dbc  0x000000a0  __TEXT,__text  func  __58-[AccessoryNowPlayingClient mediaItemAttributesDidChange:]_block_invoke
0x0000000231497e5c  0x0000004c  __TEXT,__text  func  -[AccessoryNowPlayingClient mediaItemArtworkDidChange]
0x0000000231497ea8  0x000000b8  __TEXT,__text  func  -[AccessoryNowPlayingClient playbackAttributesDidChange:]
0x0000000231497f60  0x000000a0  __TEXT,__text  func  __57-[AccessoryNowPlayingClient playbackAttributesDidChange:]_block_invoke
0x0000000231498000  0x00000060  __TEXT,__text  func  -[AccessoryNowPlayingClient playbackQueueListDidChange]
0x0000000231498060  0x0000017c  __TEXT,__text  func  -[AccessoryNowPlayingClient playbackQueueListInfoResponse:requestID:info:]
0x00000002314981dc  0x0000017c  __TEXT,__text  func  -[AccessoryNowPlayingClient updateSubscriberList:WithReply:]
0x0000000231498358  0x00000128  __TEXT,__text  func  -[AccessoryNowPlayingClient triggerMediaItemAttributesUpdateWithReply:]
0x0000000231498480  0x000000a0  __TEXT,__text  func  __71-[AccessoryNowPlayingClient triggerMediaItemAttributesUpdateWithReply:]_block_invoke
0x0000000231498520  0x00000198  __TEXT,__text  func  -[AccessoryNowPlayingClient triggerMediaItemArtworkUpdateWithReply:]
0x00000002314986b8  0x000000a0  __TEXT,__text  func  __68-[AccessoryNowPlayingClient triggerMediaItemArtworkUpdateWithReply:]_block_invoke
0x0000000231498758  0x00000128  __TEXT,__text  func  -[AccessoryNowPlayingClient triggerPlaybackAttributesUpdateWithReply:]
0x0000000231498880  0x000000a0  __TEXT,__text  func  __70-[AccessoryNowPlayingClient triggerPlaybackAttributesUpdateWithReply:]_block_invoke
0x0000000231498920  0x00000104  __TEXT,__text  func  -[AccessoryNowPlayingClient requestPlaybackQueueListInfo:requestID:startIndex:upToCount:infoMask:]
0x0000000231498a24  0x000000dc  __TEXT,__text  func  -[AccessoryNowPlayingClient cancelRequestPlaybackQueueListInfo:requestID:]
0x0000000231498b00  0x00000100  __TEXT,__text  func  -[AccessoryNowPlayingClient setPlaybackElapsedTime:withReply:]
0x0000000231498c00  0x00000100  __TEXT,__text  func  -[AccessoryNowPlayingClient setPlaybackQueueIndex:withReply:]
0x0000000231498d00  0x0000002c  __TEXT,__text  func  -[AccessoryNowPlayingClient delegate]
0x0000000231498d2c  0x0000000c  __TEXT,__text  func  -[AccessoryNowPlayingClient setDelegate:]
0x0000000231498d38  0x00000008  __TEXT,__text  func  -[AccessoryNowPlayingClient setShouldSendArtwork:]
0x0000000231498d40  0x00000008  __TEXT,__text  func  -[AccessoryNowPlayingClient serverConnection]
0x0000000231498d48  0x00000044  __TEXT,__text  func  -[AccessoryNowPlayingClient setServerConnection:]
0x0000000231498d8c  0x00000008  __TEXT,__text  func  -[AccessoryNowPlayingClient remoteObject]
0x0000000231498d94  0x00000044  __TEXT,__text  func  -[AccessoryNowPlayingClient setRemoteObject:]
0x0000000231498dd8  0x0000000c  __TEXT,__text  func  -[AccessoryNowPlayingClient subscriberList]
0x0000000231498de4  0x00000008  __TEXT,__text  func  -[AccessoryNowPlayingClient setSubscriberList:]
0x0000000231498dec  0x00000058  __TEXT,__text  func  -[AccessoryNowPlayingClient .cxx_destruct]
0x0000000231498e44  0x00000048  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000231498e8c  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000231498ea4  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_2
0x0000000231498eb8  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x0000000231498ecc  0x00000010  __TEXT,__text  func  OUTLINED_FUNCTION_5  // aliases: OUTLINED_FUNCTION_4
0x0000000231498edc  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_5
0x0000000231498ef4  0x0000000c  __TEXT,__text  func  OUTLINED_FUNCTION_4  // aliases: OUTLINED_FUNCTION_6
0x0000000231498f00  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_7
0x0000000231498f1c  0x000000ac  __TEXT,__text  func  ___SetupAvailabilityChangedHandlerForServiceEntry_block_invoke
0x0000000231498fc8  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000231498fdc  0x00000020  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000231498ffc  0x00000020  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x000000023149901c  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_6
0x0000000231499030  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_7
0x000000023149904c  0x0000000c  __TEXT,__text  func  OUTLINED_FUNCTION_8
0x0000000231499058  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_9
0x000000023149906c  0x0000003c  __TEXT,__text  func  init_logging
0x00000002314990a8  0x0000008c  __TEXT,__text  func  init_logging_modules
0x0000000231499134  0x00000284  __TEXT,__text  func  __init_logging_modules_block_invoke
0x00000002314993b8  0x00000018  __TEXT,__text  func  init_logging_signposts
0x00000002314993d0  0x0000008c  __TEXT,__text  func  init_logging_signpost_modules
0x000000023149945c  0x00000284  __TEXT,__text  func  __init_logging_signpost_modules_block_invoke
