//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/usr/lib/libarchive.2.dylib
// arch:    arm64e
// uuid:    98ED60D0-2C5C-31A2-81BA-17C9C2312B7E
// text:    0x0000000190395000
// count:   2340 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000001903959a8  0x0000003c  __TEXT,__text  sub  sub_1903959a8
0x00000001903959e4  0x00000048  __TEXT,__text  sub  sub_1903959e4
0x0000000190395a2c  0x0000003c  __TEXT,__text  sub  sub_190395a2c
0x0000000190395a68  0x00000068  __TEXT,__text  sub  sub_190395a68
0x0000000190395ad0  0x0000004c  __TEXT,__text  sub  sub_190395ad0
0x0000000190395b1c  0x0000011c  __TEXT,__text  sub  sub_190395b1c
0x0000000190395c38  0x0000004c  __TEXT,__text  sub  sub_190395c38
0x0000000190395c84  0x000000bc  __TEXT,__text  sub  sub_190395c84
0x0000000190395d40  0x00000090  __TEXT,__text  sub  sub_190395d40
0x0000000190395dd0  0x00000130  __TEXT,__text  sub  sub_190395dd0
0x0000000190395f00  0x00000130  __TEXT,__text  sub  sub_190395f00
0x0000000190396030  0x00000138  __TEXT,__text  sub  sub_190396030
0x0000000190396168  0x00000138  __TEXT,__text  sub  sub_190396168
0x00000001903962a0  0x00000138  __TEXT,__text  sub  sub_1903962a0
0x00000001903963d8  0x00000054  __TEXT,__text  sub  sub_1903963d8
0x000000019039642c  0x00000028  __TEXT,__text  sub  sub_19039642c
0x0000000190396454  0x000000c0  __TEXT,__text  func  __call_test_hook
0x0000000190396514  0x00000194  __TEXT,__text  func  archive_read_support_filter_by_code
0x00000001903966a8  0x000001a8  __TEXT,__text  func  __archive_check_magic
0x0000000190396850  0x000000e8  __TEXT,__text  func  archive_handle_type_name
0x0000000190396938  0x00000090  __TEXT,__text  func  errmsg
0x00000001903969c8  0x00000010  __TEXT,__text  func  diediedie
0x00000001903969d8  0x000000ac  __TEXT,__text  func  write_all_states
0x0000000190396a84  0x000000e8  __TEXT,__text  func  state_name
0x0000000190396b6c  0x0000006c  __TEXT,__text  func  pbkdf2_sha1
0x0000000190396bd8  0x000000cc  __TEXT,__text  func  aes_ctr_init
0x0000000190396ca4  0x00000214  __TEXT,__text  func  aes_ctr_update
0x0000000190396eb8  0x0000008c  __TEXT,__text  func  aes_ctr_release
0x0000000190396f44  0x00000074  __TEXT,__text  func  aes_ctr_increase_counter
0x0000000190396fb8  0x000000ac  __TEXT,__text  func  aes_ctr_encrypt_counter
0x0000000190397064  0x000000ec  __TEXT,__text  func  archive_entry_clear
0x0000000190397150  0x000000b4  __TEXT,__text  func  archive_entry_copy_mac_metadata
0x0000000190397204  0x000002d0  __TEXT,__text  func  archive_entry_clone
0x00000001903974d4  0x0000007c  __TEXT,__text  func  archive_entry_new2
0x0000000190397550  0x0000002c  __TEXT,__text  func  archive_entry_mac_metadata
0x000000019039757c  0x00000030  __TEXT,__text  func  archive_entry_free
0x00000001903975ac  0x0000001c  __TEXT,__text  func  archive_entry_new
0x00000001903975c8  0x00000018  __TEXT,__text  func  archive_entry_atime
0x00000001903975e0  0x0000001c  __TEXT,__text  func  archive_entry_atime_nsec
0x00000001903975fc  0x0000001c  __TEXT,__text  func  archive_entry_atime_is_set
0x0000000190397618  0x00000018  __TEXT,__text  func  archive_entry_birthtime
0x0000000190397630  0x0000001c  __TEXT,__text  func  archive_entry_birthtime_nsec
0x000000019039764c  0x0000001c  __TEXT,__text  func  archive_entry_birthtime_is_set
0x0000000190397668  0x00000018  __TEXT,__text  func  archive_entry_ctime
0x0000000190397680  0x0000001c  __TEXT,__text  func  archive_entry_ctime_is_set
0x000000019039769c  0x0000001c  __TEXT,__text  func  archive_entry_ctime_nsec
0x00000001903976b8  0x00000050  __TEXT,__text  func  archive_entry_dev
0x0000000190397708  0x0000001c  __TEXT,__text  func  archive_entry_dev_is_set
0x0000000190397724  0x0000004c  __TEXT,__text  func  archive_entry_devmajor
0x0000000190397770  0x00000048  __TEXT,__text  func  archive_entry_devminor
0x00000001903977b8  0x00000020  __TEXT,__text  func  archive_entry_filetype
0x00000001903977d8  0x0000001c  __TEXT,__text  func  archive_entry_filetype_is_set
0x00000001903977f4  0x00000038  __TEXT,__text  func  archive_entry_fflags
0x000000019039782c  0x00000154  __TEXT,__text  func  archive_entry_fflags_text
0x0000000190397980  0x000002b4  __TEXT,__text  func  ae_fflagstostr
0x0000000190397c34  0x00000018  __TEXT,__text  func  archive_entry_gid
0x0000000190397c4c  0x0000001c  __TEXT,__text  func  archive_entry_gid_is_set
0x0000000190397c68  0x00000080  __TEXT,__text  func  archive_entry_gname
0x0000000190397ce8  0x00000080  __TEXT,__text  func  archive_entry_gname_utf8
0x0000000190397d68  0x00000080  __TEXT,__text  func  archive_entry_gname_w
0x0000000190397de8  0x0000004c  __TEXT,__text  func  _archive_entry_gname_l
0x0000000190397e34  0x00000098  __TEXT,__text  func  archive_entry_hardlink
0x0000000190397ecc  0x00000098  __TEXT,__text  func  archive_entry_hardlink_utf8
0x0000000190397f64  0x00000098  __TEXT,__text  func  archive_entry_hardlink_w
0x0000000190397ffc  0x00000080  __TEXT,__text  func  _archive_entry_hardlink_l
0x000000019039807c  0x00000018  __TEXT,__text  func  archive_entry_ino
0x0000000190398094  0x0000001c  __TEXT,__text  func  archive_entry_ino_is_set
0x00000001903980b0  0x00000018  __TEXT,__text  func  archive_entry_ino64
0x00000001903980c8  0x00000018  __TEXT,__text  func  archive_entry_mode
0x00000001903980e0  0x00000018  __TEXT,__text  func  archive_entry_mtime
0x00000001903980f8  0x0000001c  __TEXT,__text  func  archive_entry_mtime_nsec
0x0000000190398114  0x0000001c  __TEXT,__text  func  archive_entry_mtime_is_set
0x0000000190398130  0x00000018  __TEXT,__text  func  archive_entry_nlink
0x0000000190398148  0x000000c4  __TEXT,__text  func  archive_entry_pathname
0x000000019039820c  0x00000080  __TEXT,__text  func  archive_entry_pathname_utf8
