//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/Frameworks/CoreData.framework/Versions/A/CoreData
// arch:    arm64e
// uuid:    0A6EBD87-B6D8-3CFB-88A9-A091CE155610
// text:    0x0000000187fe2000
// count:   12300 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000187fe3a38  0x000000d8  __TEXT,__text  objc  +[NSMergePolicy initialize]  // +[NSMergePolicy only accepts values of type '%@'. The following is not a valid value:
%@]
0x0000000187fe3b10  0x0000004c  __TEXT,__text  objc  -[NSMergePolicy initWithMergeType:]  // -[NSMergePolicy ?]
0x0000000187fe3b5c  0x00000010  __TEXT,__text  func  -[NSManagedObjectModel initWithContentsOfURL:]
0x0000000187fe3b6c  0x00000bac  __TEXT,__text  func  -[NSManagedObjectModel(_NSInternalMethods) _initWithContentsOfURL:options:]
0x0000000187fe4718  0x000005d0  __TEXT,__text  func  +[NSManagedObjectContext initialize]
0x0000000187fe4ce8  0x000003ac  __TEXT,__text  objc  +[_PFRoutines initialize]  // +[_PFRoutines Internal/Library/BuildRoots/4~CNqEugDh502GJL_x8DXQWxbCSoMfIJVbLF2LSGM/Library/Caches/com.apple.xbs/TemporaryDirectory.aLAJrA/Sources/Persistence/NSCKRecordMetadata.m]
0x0000000187fe5094  0x00000058  __TEXT,__text  func  _PFLogGetErrorLog
0x0000000187fe50ec  0x00000034  __TEXT,__text  func  ___PFLogGetErrorLog_block_invoke
0x0000000187fe5120  0x00000044  __TEXT,__text  objc  +[NSManagedObjectID initialize]  // +[NSManagedObjectID itMirroringDelegateOptions.containerIdentifier requires a value with a length greather than 0]
0x0000000187fe5164  0x000000a4  __TEXT,__text  objc  +[_NSCoreManagedObjectID initialize]  // +[_NSCoreManagedObjectID NULL in %s]
0x0000000187fe5208  0x00000114  __TEXT,__text  objc  +[NSTemporaryObjectID initialize]  // +[NSTemporaryObjectID /Library/BuildRoots/4~CNqEugDh502GJL_x8DXQWxbCSoMfIJVbLF2LSGM/Library/Caches/com.apple.xbs/TemporaryDirectory.aLAJrA/Sources/Persistence/PFCloudKitSerializer.m]
0x0000000187fe531c  0x000000f0  __TEXT,__text  objc  +[NSFaultHandler initialize]  // +[NSFaultHandler ndler:]_block_invoke_2]
0x0000000187fe540c  0x00000040  __TEXT,__text  func  -[NSFaultHandler initWithPersistenceStore:]
0x0000000187fe544c  0x000000cc  __TEXT,__text  func  +[_PFRoutines integerValueForOverride:]
0x0000000187fe5518  0x000001c4  __TEXT,__text  func  +[_PFRoutines valueForProcessArgument:]
0x0000000187fe56dc  0x000000cc  __TEXT,__text  func  +[_PFRoutines boolValueForOverride:]
0x0000000187fe57a8  0x000000b0  __TEXT,__text  func  +[_PFRoutines stringValueForOverride:]
0x0000000187fe5858  0x00000190  __TEXT,__text  func  +[NSManagedObject initialize]
0x0000000187fe59e8  0x00000130  __TEXT,__text  func  -[NSManagedObjectModel dealloc]
0x0000000187fe5b18  0x00000b6c  __TEXT,__text  func  -[NSManagedObjectModel initWithCoder:]
0x0000000187fe6684  0x00000068  __TEXT,__text  func  +[NSEntityDescription initialize]
0x0000000187fe66ec  0x00000b74  __TEXT,__text  func  -[NSEntityDescription initWithCoder:]
0x0000000187fe7260  0x00000038  __TEXT,__text  objc  +[NSPropertyDescription initialize]  // +[NSPropertyDescription current]
0x0000000187fe7298  0x0000000c  __TEXT,__text  objc  +[NSRelationshipDescription initialize]  // +[NSRelationshipDescription NSQueryTokenGenerationIdentifier]
0x0000000187fe72a4  0x000003a0  __TEXT,__text  objc  -[NSRelationshipDescription initWithCoder:]  // -[NSRelationshipDescription ?]
0x0000000187fe7644  0x00000740  __TEXT,__text  func  -[NSPropertyDescription initWithCoder:]
0x0000000187fe7d84  0x000000d0  __TEXT,__text  func  -[NSPropertyDescription setRenamingIdentifier:]
0x0000000187fe7e54  0x00000008  __TEXT,__text  func  -[NSPropertyDescription name]
0x0000000187fe7e5c  0x00000024  __TEXT,__text  func  -[NSPropertyDescription renamingIdentifier]
0x0000000187fe7e80  0x00000090  __TEXT,__text  objc  +[NSAttributeDescription initialize]  // +[NSAttributeDescription settings, or via a password prompt.]
0x0000000187fe7f10  0x00000740  __TEXT,__text  objc  -[NSAttributeDescription initWithCoder:]  // -[NSAttributeDescription ?]
0x0000000187fe8650  0x00000054  __TEXT,__text  func  +[_PFRoutines attributeClassesForSecureCoding]
0x0000000187fe86a4  0x00000194  __TEXT,__text  func  __46+[_PFRoutines attributeClassesForSecureCoding]_block_invoke
0x0000000187fe8838  0x0000000c  __TEXT,__text  func  -[NSPropertyDescription(_NSInternalMethods) _isFileBackedFuture]
0x0000000187fe8844  0x0000001c  __TEXT,__text  func  -[NSPropertyDescription userInfo]
0x0000000187fe8860  0x00000054  __TEXT,__text  func  +[_PFRoutines plistClassesForSecureCoding]
0x0000000187fe88b4  0x000000ec  __TEXT,__text  func  __42+[_PFRoutines plistClassesForSecureCoding]_block_invoke
0x0000000187fe89a0  0x00000120  __TEXT,__text  func  -[NSEntityDescription setRenamingIdentifier:]
0x0000000187fe8ac0  0x00000008  __TEXT,__text  func  -[NSEntityDescription name]
0x0000000187fe8ac8  0x00000a18  __TEXT,__text  func  -[NSEntityDescription setCompoundIndexes:]
0x0000000187fe94e0  0x000000b8  __TEXT,__text  func  -[NSEntityDescription _extraIVars]
0x0000000187fe9598  0x000000c4  __TEXT,__text  func  -[NSPropertyDescription(_NSInternalMethods) _initializeExtraIVars]
0x0000000187fe965c  0x00000af4  __TEXT,__text  func  -[NSEntityDescription _setUniquenessConstraints:]
0x0000000187fea150  0x00000188  __TEXT,__text  func  -[NSEntityDescription propertiesByName]
0x0000000187fea2d8  0x00000008  __TEXT,__text  func  -[NSEntityDescription superentity]
