//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SpotlightLinguistics.framework/Versions/A/SpotlightLinguistics
// arch:    arm64e
// uuid:    3F77E667-2A87-382F-B6E4-C28C7D66ED6C
// text:    0x00000001864ea000
// count:   1423 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000001864eadf0  0x0000002c  __TEXT,__text  sub  sub_1864eadf0
0x00000001864eae1c  0x0000005c  __TEXT,__text  func  _data_map32_clear_seen
0x00000001864eae78  0x0000004c  __TEXT,__text  func  _data_map32_wrlock
0x00000001864eaec4  0x00000048  __TEXT,__text  func  _data_map32_rdlock
0x00000001864eaf0c  0x00000048  __TEXT,__text  func  _data_map32_unlock
0x00000001864eaf54  0x00000034  __TEXT,__text  func  _data_map32_is_rdlocked
0x00000001864eaf88  0x00000328  __TEXT,__text  func  data_map32_make_read_only
0x00000001864eb2b0  0x000001cc  __TEXT,__text  func  _data_map32_commit
0x00000001864eb47c  0x0000003c  __TEXT,__text  func  data_map32_init
0x00000001864eb4b8  0x00000fb0  __TEXT,__text  func  data_map32_init_with_ctx
0x00000001864ec468  0x00000118  __TEXT,__text  func  data_entry_store
0x00000001864ec580  0x00000538  __TEXT,__text  func  _data_map32_rehash
0x00000001864ecab8  0x0000024c  __TEXT,__text  func  data_map32_destroy
0x00000001864ecd04  0x0000000c  __TEXT,__text  func  data_map32_count
0x00000001864ecd10  0x00000008  __TEXT,__text  func  data_map32_get_storage_fd
0x00000001864ecd18  0x00000004  __TEXT,__text  cxx  __Z17SetMapCursorScoreIP10_TrieLevelEvR10_MapCursorT_  // void SetMapCursorScore<_TrieLevel*>(_MapCursor&, _TrieLevel*)  // aliases: fsid_to_int64, int64_to_fsid, data_map32_prepare_mappings
0x00000001864ecd1c  0x00000014  __TEXT,__text  func  _data_map32_needs_sync
0x00000001864ecd30  0x00000004  __TEXT,__text  func  _data_map32_sync_lock
0x00000001864ecd34  0x00000004  __TEXT,__text  func  _data_map32_sync_unlock
0x00000001864ecd38  0x00000010  __TEXT,__text  func  _data_map32_version
0x00000001864ecd48  0x00000018  __TEXT,__text  func  _data_map32_version_is_current
0x00000001864ecd60  0x0000006c  __TEXT,__text  func  _data_map32_version_update
0x00000001864ecdcc  0x0000026c  __TEXT,__text  func  _data_map32_sync_data
0x00000001864ed038  0x000001bc  __TEXT,__text  func  _data_map32_sync_header
0x00000001864ed1f4  0x00000060  __TEXT,__text  func  data_map32_flush
0x00000001864ed254  0x00000008  __TEXT,__text  func  data_map32_commit
0x00000001864ed25c  0x0000006c  __TEXT,__text  func  data_map32_commit_sync
0x00000001864ed2c8  0x00000078  __TEXT,__text  func  data_map32_shadow
0x00000001864ed340  0x00000058  __TEXT,__text  func  data_map32_commit_shadow
0x00000001864ed398  0x0000007c  __TEXT,__text  func  data_map32_commit_shadow_complete
0x00000001864ed414  0x00000320  __TEXT,__text  func  data_map32_clone_files
0x00000001864ed734  0x0000022c  __TEXT,__text  func  data_map32_delete_files
0x00000001864ed960  0x00000910  __TEXT,__text  func  data_map32_validate
0x00000001864ee270  0x00000088  __TEXT,__text  func  data_map32_ids_get
0x00000001864ee2f8  0x00000020  __TEXT,__text  func  dm_hash
0x00000001864ee318  0x00000470  __TEXT,__text  func  data_map32_ids_get_locked_with_hash
0x00000001864ee788  0x0000006c  __TEXT,__text  func  data_map32_ids_get_locked
0x00000001864ee7f4  0x0000049c  __TEXT,__text  func  data_map32_id_get_with_key_noextra
0x00000001864eec90  0x00000030  __TEXT,__text  func  _data_map32_set_seen_id
0x00000001864eecc0  0x000004c0  __TEXT,__text  func  data_map32_id_get_with_key
0x00000001864ef180  0x000004e0  __TEXT,__text  func  data_map32_get_extra_with_key
0x00000001864ef660  0x00000428  __TEXT,__text  func  data_map32_get_data_locked
0x00000001864efa88  0x0000043c  __TEXT,__text  func  data_map32_get_data
0x00000001864efec4  0x00000014  __TEXT,__text  func  data_map32_id_get
0x00000001864efed8  0x0000022c  __TEXT,__text  func  _data_map32_get_data_id
0x00000001864f0104  0x00000014  __TEXT,__text  func  data_map32_id_insert
0x00000001864f0118  0x00000010  __TEXT,__text  func  data_map32_valid
0x00000001864f0128  0x00000008  __TEXT,__text  func  data_map32_get_header
0x00000001864f0130  0x0000011c  __TEXT,__text  func  _data_map32_match_address
0x00000001864f024c  0x000001d8  __TEXT,__text  func  log_map_access_error
0x00000001864f0424  0x0000009c  __TEXT,__text  func  data_map32_setup_mappings
0x00000001864f04c0  0x000000c0  __TEXT,__text  cxx  __ZL16__message_assertPKcz  // __message_assert(char const*, ...)  // aliases: __message_assert
0x00000001864f0580  0x000000c8  __TEXT,__text  func  data_map32_garbage_collect_setup
0x00000001864f0648  0x0000008c  __TEXT,__text  func  data_map32_garbage_compact_collect_commit
0x00000001864f06d4  0x000000cc  __TEXT,__text  func  data_map32_garbage_compact_collect_commit_verbose
0x00000001864f07a0  0x000005e8  __TEXT,__text  func  data_map32_garbage_collect_handle_deletes
0x00000001864f0d88  0x00000060  __TEXT,__text  func  _data_map32_dirty
0x00000001864f0de8  0x00000088  __TEXT,__text  func  data_map32_cleanup_compact_ctx
0x00000001864f0e70  0x00001500  __TEXT,__text  func  data_map32_garbage_collect
0x00000001864f2370  0x0000021c  __TEXT,__text  func  data_map32_copy_deleted_ids
0x00000001864f258c  0x00000074  __TEXT,__text  func  bit_vector_set
0x00000001864f2600  0x00000068  __TEXT,__text  func  data_map32_garbage_collect_complete
0x00000001864f2668  0x000000e0  __TEXT,__text  func  _rename_prefix_suffix
0x00000001864f2748  0x00000020  __TEXT,__text  func  data_map32_defer_block
0x00000001864f2768  0x00000050  __TEXT,__text  func  data_map32_sync_invalidate
