//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/RemoteManagementModel.framework/Versions/A/RemoteManagementModel
// arch:    arm64e
// uuid:    36A755E6-BA39-38FD-9579-0CED3ED27AF6
// text:    0x0000000264fc1000
// count:   3912 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000264fc2060  0x0000000c  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration registeredClassName]
0x0000000264fc206c  0x0000000c  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration registeredIdentifier]
0x0000000264fc2078  0x000000e0  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration allowedPayloadKeys]
0x0000000264fc2158  0x00000014  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration assetTypes]
0x0000000264fc216c  0x00000058  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration assetReferences]
0x0000000264fc21c4  0x000000b0  __TEXT,__text  func  __50-[RMModelAccountCalDAVDeclaration assetReferences]_block_invoke
0x0000000264fc2274  0x00000184  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration buildWithIdentifier:visibleName:hostName:port:path:authenticationCredentialsAssetReference:]
0x0000000264fc23f8  0x000000f4  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration buildRequiredOnlyWithIdentifier:hostName:]
0x0000000264fc24ec  0x00000008  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration combineConfigurations:]
0x0000000264fc24f4  0x000002c0  __TEXT,__text  func  +[RMModelAccountCalDAVDeclaration supportedOS]
0x0000000264fc27b4  0x000001c0  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration loadPayloadFromDictionary:serializationType:error:]
0x0000000264fc2974  0x0000018c  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration serializePayloadWithType:]
0x0000000264fc2b00  0x000000f4  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration copyWithZone:]
0x0000000264fc2bf4  0x00000010  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration payloadVisibleName]
0x0000000264fc2c04  0x0000000c  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration setPayloadVisibleName:]
0x0000000264fc2c10  0x00000010  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration payloadHostName]
0x0000000264fc2c20  0x0000000c  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration setPayloadHostName:]
0x0000000264fc2c2c  0x00000010  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration payloadPort]
0x0000000264fc2c3c  0x0000000c  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration setPayloadPort:]
0x0000000264fc2c48  0x00000010  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration payloadPath]
0x0000000264fc2c58  0x0000000c  __TEXT,__text  func  -[RMModelAccountCalDAVDeclaration setPayloadPath:]
