//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreVMClient.dylib
// arch:    arm64e
// uuid:    5E0DFF0A-81BA-36FB-9AD5-E3494D15B2CA
// text:    0x00000002259d2000
// count:   62 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002259d27e0  0x000001a8  __TEXT,__text  func  cvms_connection_create
0x00000002259d2988  0x00000380  __TEXT,__text  func  cvms_service_attach
0x00000002259d2d08  0x00000100  __TEXT,__text  func  cvms_element_build_from_source
0x00000002259d2e08  0x00000214  __TEXT,__text  func  cvms_element_build_and_get_internal
0x00000002259d301c  0x00000174  __TEXT,__text  func  cvmsAppendDataToArray
0x00000002259d3190  0x000001d8  __TEXT,__text  func  cvms_element_get_content
0x00000002259d3368  0x00000394  __TEXT,__text  func  cvms_element_get_content_internal
0x00000002259d36fc  0x00000140  __TEXT,__text  func  cvms_service_control
0x00000002259d383c  0x00000060  __TEXT,__text  func  cvmsCreateElement
0x00000002259d389c  0x000000ac  __TEXT,__text  func  cvms_element_release
0x00000002259d3948  0x000001a8  __TEXT,__text  func  cvms_element_release_internal
0x00000002259d3af0  0x0000006c  __TEXT,__text  func  cvmsReleaseHeap
0x00000002259d3b5c  0x00000120  __TEXT,__text  func  cvms_element_build_and_get
0x00000002259d3c7c  0x00000080  __TEXT,__text  sub  sub_2259d3c7c
0x00000002259d3cfc  0x00000064  __TEXT,__text  func  cvmsIsBaseSystem
0x00000002259d3d60  0x00000054  __TEXT,__text  func  cvmsGetMonoSym
0x00000002259d3db4  0x00000004  __TEXT,__text  func  __cvms_connection_create_block_invoke
0x00000002259d3db8  0x00000054  __TEXT,__text  func  cvmsGetErrorFromReply
0x00000002259d3e0c  0x0000008c  __TEXT,__text  func  cvms_connection_retain
0x00000002259d3e98  0x00000158  __TEXT,__text  func  cvms_connection_release
0x00000002259d3ff0  0x000000c0  __TEXT,__text  func  cvmsClientCloseService
0x00000002259d40b0  0x00000078  __TEXT,__text  func  cvms_connection_has_service
0x00000002259d4128  0x00000170  __TEXT,__text  func  cvms_connection_control
0x00000002259d4298  0x00000088  __TEXT,__text  func  cvmsGetClientPool
0x00000002259d4320  0x00000114  __TEXT,__text  func  cvms_service_detach
0x00000002259d4434  0x00000264  __TEXT,__text  func  cvms_element_create_with_content
0x00000002259d4698  0x000001c0  __TEXT,__text  func  cvms_element_find_with_key
0x00000002259d4858  0x00000124  __TEXT,__text  func  cvms_element_remove_from_cache
0x00000002259d497c  0x000000a0  __TEXT,__text  func  cvms_element_retain
0x00000002259d4a1c  0x000000ac  __TEXT,__text  func  cvms_element_release_async
0x00000002259d4ac8  0x000001c4  __TEXT,__text  func  cvms_element_release_dylib
0x00000002259d4c8c  0x00000174  __TEXT,__text  func  cvms_element_get_key
0x00000002259d4e00  0x00000168  __TEXT,__text  func  cvms_element_write_content_to_file
0x00000002259d4f68  0x00000114  __TEXT,__text  func  cvms_content_get_segments
0x00000002259d507c  0x000000c0  __TEXT,__text  func  cvms_content_get_function_pointer
0x00000002259d513c  0x000000b0  __TEXT,__text  func  cvms_content_get_segment_count
0x00000002259d51ec  0x00000244  __TEXT,__text  func  cvms_error_string
0x00000002259d5430  0x00000080  __TEXT,__text  func  cvms_queue_service_sync
0x00000002259d54b0  0x00000064  __TEXT,__text  func  cvmsIsBaseSystem
0x00000002259d5514  0x00000054  __TEXT,__text  func  cvmsGetMonoSym
0x00000002259d5568  0x00000004  __TEXT,__text  func  __cvms_queue_service_sync_block_invoke
0x00000002259d556c  0x000001e0  __TEXT,__text  func  cvms_queue_service_create
0x00000002259d574c  0x0000005c  __TEXT,__text  func  __cvms_queue_service_create_block_invoke
0x00000002259d57a8  0x0000004c  __TEXT,__text  func  cvmsServiceSetError
0x00000002259d57f4  0x00000074  __TEXT,__text  func  cvms_queue_service_retain
0x00000002259d5868  0x000001c8  __TEXT,__text  func  cvms_queue_service_release
0x00000002259d5a30  0x00000088  __TEXT,__text  func  cvmqDeleteFunction
0x00000002259d5ab8  0x00000054  __TEXT,__text  func  __cvms_queue_service_release_block_invoke
0x00000002259d5b0c  0x00000058  __TEXT,__text  func  __cvms_queue_service_release_block_invoke_2
0x00000002259d5b64  0x00000004  __TEXT,__text  func  __cvms_queue_service_release_block_invoke_3
0x00000002259d5b68  0x00000100  __TEXT,__text  func  cvms_queue_service_control
0x00000002259d5c68  0x00000058  __TEXT,__text  func  __cvms_queue_service_control_block_invoke
0x00000002259d5cc0  0x000001bc  __TEXT,__text  func  cvms_queue_element_compile
0x00000002259d5e7c  0x00000008  __TEXT,__text  func  cvmqBuildMonolithicFunctionThread
0x00000002259d5e84  0x000000f8  __TEXT,__text  func  cvmqBuildFunctionOnQueue
0x00000002259d5f7c  0x00000198  __TEXT,__text  func  cvms_queue_element_build
0x00000002259d6114  0x00000060  __TEXT,__text  func  cvmqBuildModularFunctionThread
0x00000002259d6174  0x000000dc  __TEXT,__text  func  cvms_queue_element_create_empty
0x00000002259d6250  0x00000180  __TEXT,__text  func  cvms_queue_element_set_status
0x00000002259d63d0  0x00000074  __TEXT,__text  func  cvms_queue_element_retain
0x00000002259d6444  0x000000b8  __TEXT,__text  func  cvms_queue_element_release
0x00000002259d64fc  0x00000000  __TEXT,__text  func  cvmqDeleteFunctionOnQueue
