//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/usr/lib/libaxis.dylib
// arch:    arm64e
// uuid:    7FBCDCE0-F513-3E48-BBFD-EC3426DF750A
// text:    0x00000002836b6000
// count:   9768 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002836b7560  0x000001a4  __TEXT,__text  sub  sub_2836b7560
0x00000002836b7704  0x000001d8  __TEXT,__text  sub  sub_2836b7704
0x00000002836b78dc  0x00000014  __TEXT,__text  sub  sub_2836b78dc
0x00000002836b78f0  0x00000018  __TEXT,__text  sub  sub_2836b78f0
0x00000002836b7908  0x0000005c  __TEXT,__text  sub  sub_2836b7908
0x00000002836b7964  0x00000034  __TEXT,__text  sub  sub_2836b7964
0x00000002836b7998  0x00000034  __TEXT,__text  sub  sub_2836b7998
0x00000002836b79cc  0x0000004c  __TEXT,__text  sub  sub_2836b79cc
0x00000002836b7a18  0x000001ac  __TEXT,__text  sub  sub_2836b7a18
0x00000002836b7bc4  0x000001ac  __TEXT,__text  sub  sub_2836b7bc4
0x00000002836b7d70  0x000009ac  __TEXT,__text  sub  sub_2836b7d70
0x00000002836b871c  0x000001d0  __TEXT,__text  sub  sub_2836b871c
0x00000002836b88ec  0x000000cc  __TEXT,__text  sub  sub_2836b88ec
0x00000002836b89b8  0x00000130  __TEXT,__text  sub  sub_2836b89b8
0x00000002836b8ae8  0x00000018  __TEXT,__text  sub  sub_2836b8ae8
0x00000002836b8b00  0x00000020  __TEXT,__text  sub  sub_2836b8b00
0x00000002836b8b20  0x00000044  __TEXT,__text  sub  sub_2836b8b20
0x00000002836b8b64  0x00000088  __TEXT,__text  sub  sub_2836b8b64
0x00000002836b8bec  0x00000004  __TEXT,__text  sub  sub_2836b8bec
0x00000002836b8bf0  0x00000c40  __TEXT,__text  cxx  __ZN5terra9OBJReader15read_v_t_streamERNSt3__113basic_istreamIcNS1_11char_traitsIcEEEERNS1_6vectorIdNS1_9allocatorIdEEEERNS7_IiNS8_IiEEEE  // terra::OBJReader::read_v_t_stream(std::__1::basic_istream<char, std::__1::char_traits<char>>&, std::__1::vector<double, std::__1::allocator<double>>&, std::__1::vector<int, std::__1::allocator<int>>&)
0x00000002836b9830  0x000001dc  __TEXT,__text  sub  sub_2836b9830
0x00000002836b9a0c  0x000000ac  __TEXT,__text  sub  sub_2836b9a0c
0x00000002836b9ab8  0x00000074  __TEXT,__text  sub  sub_2836b9ab8
0x00000002836b9b2c  0x000001a4  __TEXT,__text  cxx  __ZN5terra9OBJReader11read_streamERNSt3__113basic_istreamIcNS1_11char_traitsIcEEEE  // terra::OBJReader::read_stream(std::__1::basic_istream<char, std::__1::char_traits<char>>&)
0x00000002836b9cd0  0x00000190  __TEXT,__text  cxx  __ZN5terra9OBJReader11read_stringERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  // terra::OBJReader::read_string(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)
0x00000002836b9e60  0x00000334  __TEXT,__text  sub  sub_2836b9e60
0x00000002836ba194  0x00000154  __TEXT,__text  sub  sub_2836ba194
0x00000002836ba2e8  0x000001d4  __TEXT,__text  cxx  __ZN5terra9OBJReader9read_fileERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  // terra::OBJReader::read_file(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)
0x00000002836ba4bc  0x0000007c  __TEXT,__text  sub  sub_2836ba4bc
0x00000002836ba538  0x00000074  __TEXT,__text  sub  sub_2836ba538
0x00000002836ba5ac  0x00000088  __TEXT,__text  sub  sub_2836ba5ac
0x00000002836ba634  0x0000001c  __TEXT,__text  sub  sub_2836ba634
0x00000002836ba650  0x000000b0  __TEXT,__text  sub  sub_2836ba650
0x00000002836ba700  0x00000394  __TEXT,__text  sub  sub_2836ba700
0x00000002836baa94  0x00000208  __TEXT,__text  sub  sub_2836baa94
0x00000002836bac9c  0x00000420  __TEXT,__text  sub  sub_2836bac9c
0x00000002836bb0bc  0x00000050  __TEXT,__text  sub  sub_2836bb0bc
0x00000002836bb10c  0x00000050  __TEXT,__text  sub  sub_2836bb10c
0x00000002836bb15c  0x00000198  __TEXT,__text  sub  sub_2836bb15c
0x00000002836bb2f4  0x0000015c  __TEXT,__text  sub  sub_2836bb2f4
0x00000002836bb450  0x00000050  __TEXT,__text  sub  sub_2836bb450
0x00000002836bb4a0  0x00000170  __TEXT,__text  sub  sub_2836bb4a0
0x00000002836bb610  0x00000020  __TEXT,__text  sub  sub_2836bb610
0x00000002836bb630  0x00000008  __TEXT,__text  sub  sub_2836bb630
0x00000002836bb638  0x00000190  __TEXT,__text  sub  sub_2836bb638
0x00000002836bb7c8  0x000002c4  __TEXT,__text  sub  sub_2836bb7c8
0x00000002836bba8c  0x0000014c  __TEXT,__text  sub  sub_2836bba8c
0x00000002836bbbd8  0x000001d0  __TEXT,__text  sub  sub_2836bbbd8
0x00000002836bbda8  0x000002f0  __TEXT,__text  sub  sub_2836bbda8
0x00000002836bc098  0x0000007c  __TEXT,__text  sub  sub_2836bc098
0x00000002836bc114  0x00000088  __TEXT,__text  sub  sub_2836bc114
0x00000002836bc19c  0x00000004  __TEXT,__text  sub  sub_2836bc19c
0x00000002836bc1a0  0x00000028  __TEXT,__text  sub  sub_2836bc1a0
0x00000002836bc1c8  0x00000094  __TEXT,__text  sub  sub_2836bc1c8
0x00000002836bc25c  0x00000078  __TEXT,__text  sub  sub_2836bc25c
0x00000002836bc2d4  0x00000004  __TEXT,__text  sub  sub_2836bc2d4
0x00000002836bc2d8  0x000001cc  __TEXT,__text  sub  sub_2836bc2d8
0x00000002836bc4a4  0x000000cc  __TEXT,__text  sub  sub_2836bc4a4
