//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Versions/A/ProtectedCloudStorage
// arch:    arm64e
// uuid:    66379965-7301-341F-8C75-E3D090ECEE7C
// text:    0x00000001964c9000
// count:   2880 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000001964ca610  0x00000118  __TEXT,__text  func  PCSIdentitySetCreate
0x00000001964ca728  0x00000058  __TEXT,__text  func  _PCSHideKeyValue
0x00000001964ca780  0x00000018  __TEXT,__text  func  PCSLogGetOSLog
0x00000001964ca798  0x00000250  __TEXT,__text  func  PCSIdentitySetCreateKeychain
0x00000001964ca9e8  0x00000098  __TEXT,__text  func  PCSIdentitySetGetTypeID
0x00000001964caa80  0x00000034  __TEXT,__text  func  __PCSIdentitySetGetTypeID_block_invoke
0x00000001964caab4  0x00000070  __TEXT,__text  func  PCSIdentitySetIsICDP
0x00000001964cab24  0x00000034  __TEXT,__text  func  KeychainIsICDP
0x00000001964cab58  0x000005b4  __TEXT,__text  func  KeychainGetSecurityDomainStatus
0x00000001964cb10c  0x00000054  __TEXT,__text  func  PCSMeasureRelativeNanoTime
0x00000001964cb160  0x00000014  __TEXT,__text  func  PCSShareProtectionCreate
0x00000001964cb174  0x000002b0  __TEXT,__text  func  PCSFPCreate
0x00000001964cb424  0x000000b0  __TEXT,__text  func  __PCSShareProtectionCreateEmpty
0x00000001964cb4d4  0x00000098  __TEXT,__text  func  PCSShareProtectionGetTypeID
0x00000001964cb56c  0x00000034  __TEXT,__text  func  __PCSShareProtectionGetTypeID_block_invoke
0x00000001964cb5a0  0x000000f8  __TEXT,__text  func  PCSIdentitySetCreateMutable
0x00000001964cb698  0x0000005c  __TEXT,__text  func  CreateRandomKey
0x00000001964cb6f4  0x00000034  __TEXT,__text  func  _PCSRandomData
0x00000001964cb728  0x0000007c  __TEXT,__text  func  generateObjectKey
0x00000001964cb7a4  0x00000200  __TEXT,__text  func  PCFPOptionCopyIdentity
0x00000001964cb9a4  0x000000c4  __TEXT,__text  func  CreateKeyIDFromKey
0x00000001964cba68  0x000000c4  __TEXT,__text  func  _PCSCreateDerivedKey
0x00000001964cbb2c  0x00000070  __TEXT,__text  func  PCSIdentitySetCopyCurrentPublicIdentityWithError
0x00000001964cbb9c  0x0000004c  __TEXT,__text  func  PCSIdentitySetCopyCurrentIdentityWithError
0x00000001964cbbe8  0x00000134  __TEXT,__text  func  PCSServiceItemTypeIsManatee
0x00000001964cbd1c  0x00000168  __TEXT,__text  func  __PCSServiceItemsInit_block_invoke
0x00000001964cbe84  0x0000063c  __TEXT,__text  func  __PCSServiceItemsInit_block_invoke_2
0x00000001964cc4c0  0x00000098  __TEXT,__text  func  PCSServiceItemGetTypeID
0x00000001964cc558  0x00000034  __TEXT,__text  func  __PCSServiceItemGetTypeID_block_invoke
0x00000001964cc58c  0x000006ec  __TEXT,__text  func  KeychainCopyCurrentIdentity
0x00000001964ccc78  0x00000134  __TEXT,__text  func  PCSServiceItemGetIndexByName
0x00000001964ccdac  0x00000320  __TEXT,__text  func  PCSIdentityCreateWithExportedPrivateKey
0x00000001964cd0cc  0x00000020  __TEXT,__text  func  decode_PCSPrivateKeyV2
0x00000001964cd0ec  0x00000080  __TEXT,__text  func  PCSIdentityCreateWithPrivateKeyV1
0x00000001964cd16c  0x00000050  __TEXT,__text  func  _PCSIdentityCreateEmpty
0x00000001964cd1bc  0x00000098  __TEXT,__text  func  PCSIdentityGetTypeID
0x00000001964cd254  0x00000034  __TEXT,__text  func  __PCSIdentityGetTypeID_block_invoke
0x00000001964cd288  0x000000f8  __TEXT,__text  func  PCSKeyCreate
0x00000001964cd380  0x00000098  __TEXT,__text  func  PCSKeyGetTypeID
0x00000001964cd418  0x00000034  __TEXT,__text  func  __PCSKeyGetTypeID_block_invoke
0x00000001964cd44c  0x000001f8  __TEXT,__text  func  CopyPrivKeyFromOctetString
0x00000001964cd644  0x00000014  __TEXT,__text  func  copy_PCSPublicKeyInfo
0x00000001964cd658  0x000001e0  __TEXT,__text  func  SetKeyID
0x00000001964cd838  0x00000010  __TEXT,__text  func  free_PCSPrivateKeyV2
0x00000001964cd848  0x000000a4  __TEXT,__text  func  PCSIdentityCopyPublicIdentity
0x00000001964cd8ec  0x00000098  __TEXT,__text  func  PCSPublicIdentityGetTypeID
0x00000001964cd984  0x00000034  __TEXT,__text  func  __PCSPublicIdentityGetTypeID_block_invoke
0x00000001964cd9b8  0x0000017c  __TEXT,__text  func  PCSKeyCreateWithPKI
0x00000001964cdb34  0x00000180  __TEXT,__text  func  PCSKeyCreatePublicWithData
0x00000001964cdcb4  0x00000084  __TEXT,__text  func  ccec_diversified_cp
0x00000001964cdd38  0x00000148  __TEXT,__text  func  CopyPublicKeyFromData
0x00000001964cde80  0x000000a8  __TEXT,__text  func  PCSIdentityDestroy
