//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/usr/lib/libmenu.5.4.dylib
// arch:    arm64e
// uuid:    9608345E-2F0C-376F-B345-F41760F43292
// text:    0x0000000284483000
// count:   78 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000284483628  0x00000088  __TEXT,__text  func  set_menu_fore
0x00000002844836b0  0x00000018  __TEXT,__text  func  menu_fore
0x00000002844836c8  0x00000088  __TEXT,__text  func  set_menu_back
0x0000000284483750  0x00000018  __TEXT,__text  func  menu_back
0x0000000284483768  0x00000088  __TEXT,__text  func  set_menu_grey
0x00000002844837f0  0x00000018  __TEXT,__text  func  menu_grey
0x0000000284483808  0x00000064  __TEXT,__text  func  _nc_menu_cursor_pos
0x000000028448386c  0x00000100  __TEXT,__text  func  pos_menu_cursor
0x000000028448396c  0x000001e4  __TEXT,__text  func  _nc_Match_Next_Character_In_Item_Name
0x0000000284483b50  0x000005c0  __TEXT,__text  func  menu_driver
0x0000000284484110  0x00000044  __TEXT,__text  sub  sub_284484110
0x0000000284484154  0x00000110  __TEXT,__text  func  set_menu_format
0x0000000284484264  0x00000034  __TEXT,__text  func  menu_format
0x0000000284484298  0x00000160  __TEXT,__text  func  _nc_Connect_Items
0x00000002844843f8  0x00000064  __TEXT,__text  func  _nc_Disconnect_Items
0x000000028448445c  0x000000ac  __TEXT,__text  func  _nc_Calculate_Text_Width
0x0000000284484508  0x00000090  __TEXT,__text  func  _nc_Calculate_Item_Length_and_Width
0x0000000284484598  0x00000084  __TEXT,__text  sub  sub_284484598
0x000000028448461c  0x000002a8  __TEXT,__text  func  _nc_Link_Items
0x00000002844848c4  0x000000e4  __TEXT,__text  func  _nc_Show_Menu
0x00000002844849a8  0x00000218  __TEXT,__text  func  _nc_New_TopRow_and_CurrentItem
0x0000000284484bc0  0x00000034  __TEXT,__text  func  set_menu_init
0x0000000284484bf4  0x00000018  __TEXT,__text  func  menu_init
0x0000000284484c0c  0x00000034  __TEXT,__text  func  set_menu_term
0x0000000284484c40  0x00000018  __TEXT,__text  func  menu_term
0x0000000284484c58  0x00000034  __TEXT,__text  func  set_item_init
0x0000000284484c8c  0x00000018  __TEXT,__text  func  item_init
0x0000000284484ca4  0x00000034  __TEXT,__text  func  set_item_term
0x0000000284484cd8  0x00000018  __TEXT,__text  func  item_term
0x0000000284484cf0  0x000000dc  __TEXT,__text  func  set_current_item
0x0000000284484dcc  0x0000001c  __TEXT,__text  func  current_item
0x0000000284484de8  0x0000001c  __TEXT,__text  func  item_index
0x0000000284484e04  0x0000000c  __TEXT,__text  func  item_name
0x0000000284484e10  0x0000000c  __TEXT,__text  func  item_description
0x0000000284484e1c  0x000000e0  __TEXT,__text  func  new_item
0x0000000284484efc  0x000000cc  __TEXT,__text  sub  sub_284484efc
0x0000000284484fc8  0x0000004c  __TEXT,__text  func  free_item
0x0000000284485014  0x00000130  __TEXT,__text  func  set_menu_mark
0x0000000284485144  0x00000018  __TEXT,__text  func  menu_mark
0x000000028448515c  0x000000b4  __TEXT,__text  func  set_item_opts
0x0000000284485210  0x00000050  __TEXT,__text  func  item_opts_off
0x0000000284485260  0x00000038  __TEXT,__text  func  item_opts_on
0x0000000284485298  0x0000001c  __TEXT,__text  func  item_opts
0x00000002844852b4  0x000000c4  __TEXT,__text  func  set_top_row
0x0000000284485378  0x00000024  __TEXT,__text  func  top_row
0x000000028448539c  0x000000d8  __TEXT,__text  func  set_item_value
0x0000000284485474  0x00000018  __TEXT,__text  func  item_value
0x000000028448548c  0x00000040  __TEXT,__text  func  item_visible
0x00000002844854cc  0x00000094  __TEXT,__text  func  set_menu_items
0x0000000284485560  0x0000000c  __TEXT,__text  func  menu_items
0x000000028448556c  0x00000014  __TEXT,__text  func  item_count
0x0000000284485580  0x000000c0  __TEXT,__text  func  new_menu
0x0000000284485640  0x00000078  __TEXT,__text  func  free_menu
0x00000002844856b8  0x000000c8  __TEXT,__text  func  set_menu_opts
0x0000000284485780  0x00000024  __TEXT,__text  func  menu_opts_off
0x00000002844857a4  0x00000020  __TEXT,__text  func  menu_opts_on
0x00000002844857c4  0x0000001c  __TEXT,__text  func  menu_opts
0x00000002844857e0  0x0000009c  __TEXT,__text  func  set_menu_pad
0x000000028448587c  0x00000018  __TEXT,__text  func  menu_pad
0x0000000284485894  0x0000001c  __TEXT,__text  func  menu_pattern
0x00000002844858b0  0x000001a8  __TEXT,__text  func  set_menu_pattern
0x0000000284485a58  0x00000488  __TEXT,__text  func  _nc_Post_Item
0x0000000284485ee0  0x000001b8  __TEXT,__text  func  _nc_Draw_Menu
0x0000000284486098  0x000001a4  __TEXT,__text  func  post_menu
0x000000028448623c  0x000000f4  __TEXT,__text  func  unpost_menu
0x0000000284486330  0x00000050  __TEXT,__text  func  menu_request_name
0x0000000284486380  0x000000ec  __TEXT,__text  func  menu_request_by_name
0x000000028448646c  0x00000068  __TEXT,__text  func  scale_menu
0x00000002844864d4  0x000000b8  __TEXT,__text  func  set_menu_spacing
0x000000028448658c  0x00000054  __TEXT,__text  func  menu_spacing
