//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC
// arch:    arm64e
// uuid:    46AC4453-DB23-3C07-A0EB-A68277A24098
// text:    0x0000000186cb5000
// count:   683 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000186cb5e30  0x000001e4  __TEXT,__text  func  TCCAccessCheckAuditToken
0x0000000186cb6014  0x00000374  __TEXT,__text  func  TCCAccessRequest
0x0000000186cb6388  0x00000014  __TEXT,__text  func  __TCCAccessRequest_block_invoke
0x0000000186cb639c  0x00000158  __TEXT,__text  func  service_queue
0x0000000186cb64f4  0x00000080  __TEXT,__text  func  __service_queue_block_invoke
0x0000000186cb6574  0x00000148  __TEXT,__text  func  __service_queue_block_invoke_2
0x0000000186cb66bc  0x000000e4  __TEXT,__text  func  stringCopyUTF8String
0x0000000186cb67a0  0x000000e8  __TEXT,__text  func  is_system_service
0x0000000186cb6888  0x000001b4  __TEXT,__text  func  tccd
0x0000000186cb6a3c  0x000006fc  __TEXT,__text  func  tccd_send_message
0x0000000186cb7138  0x000000d4  __TEXT,__text  func  tccd_reply_description_redacted
0x0000000186cb720c  0x00000004  __TEXT,__text  func  __TCCAccessCheckAuditToken_block_invoke
0x0000000186cb7210  0x00000010  __TEXT,__text  func  __TCCAccessCheckAuditToken_block_invoke_2
0x0000000186cb7220  0x00000180  __TEXT,__text  func  TCCAccessPreflight
0x0000000186cb73a0  0x00000018  __TEXT,__text  func  __TCCAccessPreflight_block_invoke
0x0000000186cb73b8  0x00000130  __TEXT,__text  func  TCCAccessRestricted
0x0000000186cb74e8  0x00000018  __TEXT,__text  func  __TCCAccessRestricted_block_invoke
0x0000000186cb7500  0x00000050  __TEXT,__text  func  __copy_helper_block_8_32b40b
0x0000000186cb7550  0x00000010  __TEXT,__text  func  __copy_helper_block_8_32b
0x0000000186cb7560  0x00000044  __TEXT,__text  func  __destroy_helper_block_8_32b40b
0x0000000186cb75a4  0x0000000c  __TEXT,__text  func  __destroy_helper_block_8_32b
0x0000000186cb75b0  0x00000004  __TEXT,__text  func  __tccd_block_invoke
0x0000000186cb75b4  0x000002e4  __TEXT,__text  func  __tccd_send_message_block_invoke
0x0000000186cb7898  0x00000004  __TEXT,__text  func  tccd_send_message.cold.1  // aliases: tccd_send_message.cold.4, TCCAccessRequest.cold.2, __TCCAccessRequest_block_invoke.229.cold.1, __TCCAccessRequestIndirect_block_invoke.259.cold.1, __TCCAccessRequestIndirect_block_invoke.280.cold.1, __TCCAccessRequestIndirect_block_invoke.280.cold.2, TCCAccessRequestIndirectWithOptions.cold.1, __TCCAccessRequestIndirectWithOptions_block_invoke.314.cold.1, __TCCAccessRequestIndirectWithOptions_block_invoke.326.cold.1, __TCCAccessRequestIndirectWithOptions_block_invoke.326.cold.2, __TCCAccessSetPidResponsibleForPid_block_invoke_2.cold.1, _TCCTCCAccessCopyInformationInternalForEntry.cold.5, __TCCAccessCopyInformation_block_invoke_2.cold.1, __TCCAccessCopyInformationForBundleId_block_invoke_2.cold.1, __TCCAccessCopyInformationForBundleId_block_invoke_2.456.cold.1, __TCCAccessCopyBundleIdentifiersForService_block_invoke_2.cold.1, __TCCAccessCopyBundleIdentifiersDisabledForService_block_invoke_2.cold.1, __TCCAccessSetInternal_block_invoke.cold.1, TCCAccessSetForCodeIdentity.cold.5, TCCAccessSetForCodeIdentity.cold.7, TCCAccessSetForCodeIdentity.cold.9, TCCAccessSetForCodeIdentity.cold.11, TCCAccessSetForCodeIdentity.cold.13, __TCCAccessSetOverride_block_invoke_2.cold.1, __TCCAccessGetOverride_block_invoke_2.cold.1, _append_override.cold.1, __TCCAccessDeclarePolicy_block_invoke_2.cold.1, __TCCAccessSelectPolicyForExtensionWithIdentifier_block_invoke_2.cold.1, __TCCAccessResetPoliciesExcept_block_invoke_2.cold.1, __TCCExpirationCopyInformationForService_block_invoke_2.cold.1, __TCCServiceCopyDescriptions_block_invoke_2.cold.1, __TCCServiceCopyDescriptions_block_invoke_2.cold.3, __TCCTestInternalWithReplyHander4_block_invoke_2.cold.1, __TCCRegisterNewDatabase_block_invoke_2.cold.1, __TCCCheckIfDatabaseIsRegistered_block_invoke_2.cold.1, __TCCCreateDesignatedRequirementIdentityFromAuditTokenForService_block_invoke_2.cold.1, __TCCCreateIndirectObjectIdentityForFileProviderDomainFromPath_block_invoke_2.cold.1, __TCCCreateIndirectObjectIdentityForFileProviderDomainFromPath_block_invoke_2.cold.3, __TCCCopyIconResourcePathForService_block_invoke_2.cold.1, __TCCCopyIconResourcePathForService_block_invoke_2.cold.3, TCCAuthPromptIconFromServiceName.cold.1, __TCCIntegrityFlagCheck_block_invoke.cold.1, __TCCIntegrityFlagCheck_block_invoke.cold.3, __TCCIntegrityFlagCheck_block_invoke.663.cold.1, __TCCIntegrityFlagCheck_block_invoke.663.cold.3, __TCCIntegrityFlagReset_block_invoke.cold.1, __TCCIntegrityFlagReset_block_invoke.cold.3, __TCCIntegrityFlagReset_block_invoke.670.cold.1, __TCCIntegrityFlagReset_block_invoke.670.cold.3, tccd_reply_description_redacted.cold.1, __tccd_send_message_block_invoke.cold.1, __tccd_send_message_block_invoke.cold.2, __tccd_send_message_block_invoke.cold.3, __tccd_send_message_block_invoke.cold.4, __tccd_send_message_block_invoke.cold.6, __TCCGetOverridesInternal_block_invoke_2.cold.1, __TCCGetOverridesInternal_block_invoke_2.cold.3, __TCCResetInternalWithConnection_block_invoke_2.cold.1, tcc_log_handle.cold.1
0x0000000186cb789c  0x000001bc  __TEXT,__text  func  TCCAccessCopyInformation
0x0000000186cb7a58  0x00000098  __TEXT,__text  func  __TCCAccessCopyInformation_block_invoke
0x0000000186cb7af0  0x000000a4  __TEXT,__text  func  __TCCAccessCopyInformation_block_invoke_2
0x0000000186cb7b94  0x000000a0  __TEXT,__text  func  TCCAccessCopyInformationInternal
0x0000000186cb7c34  0x00000048  __TEXT,__text  func  __TCCAccessCopyInformationInternal_block_invoke
0x0000000186cb7c7c  0x00000704  __TEXT,__text  func  TCCCreateDesignatedRequirementIdentityFromPath
0x0000000186cb8380  0x00000080  __TEXT,__text  func  TCCCreateIndirectObjectIdentityFromAuditToken
0x0000000186cb8400  0x0000010c  __TEXT,__text  func  TCCCreateIndirectObjectIdentityFromFileProviderDomainID
0x0000000186cb850c  0x000000e8  __TEXT,__text  func  createCStringFromCFUUID
0x0000000186cb85f4  0x00000030  __TEXT,__text  func  __tcc_log_handle_block_invoke
0x0000000186cb8624  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_2  // aliases: OUTLINED_FUNCTION_1, OUTLINED_FUNCTION_0
0x0000000186cb863c  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_6  // aliases: OUTLINED_FUNCTION_2, OUTLINED_FUNCTION_1
0x0000000186cb8650  0x00000020  __TEXT,__text  func  OUTLINED_FUNCTION_2
0x0000000186cb8670  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_2  // aliases: OUTLINED_FUNCTION_14, OUTLINED_FUNCTION_3
0x0000000186cb8684  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_4
0x0000000186cb869c  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_11  // aliases: OUTLINED_FUNCTION_5
0x0000000186cb86b8  0x00000038  __TEXT,__text  func  tcc_message_options_create
0x0000000186cb86f0  0x00000008  __TEXT,__text  func  tcc_message_options_set_reply_handler_policy
0x0000000186cb86f8  0x00000008  __TEXT,__text  func  tcc_message_options_get_reply_handler_policy
0x0000000186cb8700  0x00000008  __TEXT,__text  func  tcc_message_options_set_request_prompt_policy
0x0000000186cb8708  0x00000008  __TEXT,__text  func  tcc_message_options_get_request_prompt_policy
0x0000000186cb8710  0x00000008  __TEXT,__text  func  tcc_message_options_set_request_usage_string_policy
0x0000000186cb8718  0x00000008  __TEXT,__text  func  tcc_message_options_get_request_usage_string_policy
0x0000000186cb8720  0x00000008  __TEXT,__text  func  tcc_message_options_set_request_record_upgrade_policy
0x0000000186cb8728  0x00000008  __TEXT,__text  func  tcc_message_options_get_request_record_upgrade_policy
0x0000000186cb8730  0x00000008  __TEXT,__text  func  tcc_message_options_set_request_prompt_rights_mask
0x0000000186cb8738  0x00000008  __TEXT,__text  func  tcc_message_options_get_request_prompt_rights_mask
0x0000000186cb8740  0x00000008  __TEXT,__text  func  tcc_message_options_set_cache_policy
0x0000000186cb8748  0x00000008  __TEXT,__text  func  tcc_message_options_get_cache_policy
0x0000000186cb8750  0x00000008  __TEXT,__text  func  tcc_message_options_set_prompt_string_type
0x0000000186cb8758  0x00000008  __TEXT,__text  func  tcc_message_options_get_prompt_string_type
0x0000000186cb8760  0x00000030  __TEXT,__text  func  tcc_message_options_set_client_dict
0x0000000186cb8790  0x00000008  __TEXT,__text  func  tcc_message_options_get_client_dict
0x0000000186cb8798  0x0000001c  __TEXT,__text  func  tcc_message_options_get_nokill_policy
0x0000000186cb87b4  0x00000024  __TEXT,__text  func  tcc_message_options_set_nokill_policy
0x0000000186cb87d8  0x0000001c  __TEXT,__text  func  tcc_message_options_get_include_policy
0x0000000186cb87f4  0x00000024  __TEXT,__text  func  tcc_message_options_set_include_policy
0x0000000186cb8818  0x00000008  __TEXT,__text  func  tcc_message_options_get_database_type
0x0000000186cb8820  0x00000008  __TEXT,__text  func  tcc_message_options_set_database_type
0x0000000186cb8828  0x0000001c  __TEXT,__text  func  tcc_message_options_get_has_prompted_for_allow
0x0000000186cb8844  0x00000024  __TEXT,__text  func  tcc_message_options_set_has_prompted_for_allow
0x0000000186cb8868  0x00000010  __TEXT,__text  func  tcc_message_options_dispose
0x0000000186cb8878  0x000001e4  __TEXT,__text  func  tcc_message_options_encode_to_dictionary
0x0000000186cb8a5c  0x00000074  __TEXT,__text  objc  -[OS_tcc_object dealloc]  // -[OS_tcc_object ?]
0x0000000186cb8ad0  0x0000004c  __TEXT,__text  func  tcc_identity_alloc
0x0000000186cb8b1c  0x0000004c  __TEXT,__text  func  tcc_credential_alloc
0x0000000186cb8b68  0x0000004c  __TEXT,__text  func  tcc_attributed_entity_alloc
0x0000000186cb8bb4  0x0000004c  __TEXT,__text  func  tcc_authorization_record_alloc
0x0000000186cb8c00  0x0000004c  __TEXT,__text  func  tcc_message_options_alloc
0x0000000186cb8c4c  0x0000004c  __TEXT,__text  func  tcc_service_alloc
0x0000000186cb8c98  0x0000004c  __TEXT,__text  func  tcc_server_alloc
0x0000000186cb8ce4  0x0000004c  __TEXT,__text  func  tcc_events_filter_alloc
0x0000000186cb8d30  0x0000004c  __TEXT,__text  func  tcc_events_subscription_alloc
0x0000000186cb8d7c  0x0000004c  __TEXT,__text  func  tcc_authorization_cache_alloc
0x0000000186cb8dc8  0x0000004c  __TEXT,__text  func  tcc_authorization_change_monitor_alloc
0x0000000186cb8e14  0x0000004c  __TEXT,__text  func  tcc_metrics_alloc
0x0000000186cb8e60  0x00000054  __TEXT,__text  func  tcc_authorization_changed_for_service_notification_name
0x0000000186cb8eb4  0x000000d0  __TEXT,__text  func  tcc_authorization_change_monitor_create
0x0000000186cb8f84  0x00000074  __TEXT,__text  func  tcc_authorization_change_monitor_start_monitoring_service
0x0000000186cb8ff8  0x00000148  __TEXT,__text  func  __tcc_authorization_change_monitor_start_monitoring_service_block_invoke
0x0000000186cb9140  0x000000a8  __TEXT,__text  func  __tcc_authorization_change_monitor_start_monitoring_service_block_invoke_2
0x0000000186cb91e8  0x000000c0  __TEXT,__text  func  tcc_authorization_change_monitor_dispose
0x0000000186cb92a8  0x00000008  __TEXT,__text  func  tcc_object_retain_cf_callback
0x0000000186cb92b0  0x00000008  __TEXT,__text  func  tcc_object_release_cf_callback
0x0000000186cb92b8  0x00000004  __TEXT,__text  func  tcc_object_copy_description_cf_callback
0x0000000186cb92bc  0x00000004  __TEXT,__text  func  tcc_object_equals_cf_callback
0x0000000186cb92c0  0x00000004  __TEXT,__text  func  tcc_object_hash_cf_callback
0x0000000186cb92c4  0x00000114  __TEXT,__text  func  _tcc_util_create_CFError_with_user_info
