//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/Current/Frameworks/ptb.dylib
// arch:    arm64e
// uuid:    92D3C9E5-BF4E-3001-8A7C-A246F5BA425D
// text:    0x0000000273a58000
// count:   5310 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000273a588f8  0x00000020  __TEXT,__text  func  fence
0x0000000273a58918  0x000000e0  __TEXT,__text  func  tok_dict
0x0000000273a589f8  0x000000e0  __TEXT,__text  func  char_name
0x0000000273a58ad8  0x00000108  __TEXT,__text  func  abbr
0x0000000273a58be0  0x00000090  __TEXT,__text  func  normalize_letters
0x0000000273a58c70  0x000000e8  __TEXT,__text  func  monetary_exp
0x0000000273a58d58  0x000000e0  __TEXT,__text  func  acrotest
0x0000000273a58e38  0x00000090  __TEXT,__text  func  convert_lang_digits_to_words
0x0000000273a58ec8  0x0000009c  __TEXT,__text  func  insert_lang_large_number
0x0000000273a58f64  0x00000090  __TEXT,__text  func  convert_single_digit
0x0000000273a58ff4  0x00000090  __TEXT,__text  func  convert_double
0x0000000273a59084  0x00000090  __TEXT,__text  func  convert_hundreds
0x0000000273a59114  0x00000170  __TEXT,__text  func  convert_monetary_exp
0x0000000273a59284  0x000000e0  __TEXT,__text  func  convert_roman_num
0x0000000273a59364  0x000000cc  __TEXT,__text  func  lang_hyphen_between_nums
0x0000000273a59430  0x00000090  __TEXT,__text  func  assign_gender_to_number
0x0000000273a594c0  0x000000a4  __TEXT,__text  func  adjust_num_in_ordinal
0x0000000273a59564  0x000000b8  __TEXT,__text  func  assign_gend_to_roman_num
0x0000000273a5961c  0x000000e0  __TEXT,__text  func  insert_spr_phone
0x0000000273a596fc  0x00000088  __TEXT,__text  func  breakup_spr_phones
0x0000000273a59784  0x000000e0  __TEXT,__text  func  lang_specific_SPR
0x0000000273a59864  0x00000110  __TEXT,__text  func  gramm_cat_dict_lookup
0x0000000273a59974  0x00000110  __TEXT,__text  func  mark_function_word
0x0000000273a59a84  0x000000c0  __TEXT,__text  func  mark_content_word
0x0000000273a59b44  0x00000090  __TEXT,__text  func  disambiguate_single_word
0x0000000273a59bd4  0x00000090  __TEXT,__text  func  disambiguate_functword
0x0000000273a59c64  0x000000b4  __TEXT,__text  func  disambiguate_content_word
0x0000000273a59d18  0x000000b4  __TEXT,__text  func  mark_subcategory
0x0000000273a59dcc  0x000000a4  __TEXT,__text  func  lang_non_phrasal_comma
