//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/iOSSupport/System/Library/AccessibilityBundles/WebUI.axbundle/Contents/MacOS/WebUI
// arch:    arm64e
// uuid:    43BF5FD8-4123-3F93-B6A9-4F654B9A7088
// text:    0x00000002876db000
// count:   23 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002876dbde8  0x0000002c  __TEXT,__text  objc  +[AXWebUIGlue accessibilityInitializeBundle]  // +[AXWebUIGlue ?]
0x00000002876dbe14  0x00000068  __TEXT,__text  func  __44+[AXWebUIGlue accessibilityInitializeBundle]_block_invoke
0x00000002876dbe7c  0x00000064  __TEXT,__text  func  __44+[AXWebUIGlue accessibilityInitializeBundle]_block_invoke_3
0x00000002876dbee0  0x00000004  __TEXT,__text  func  __44+[AXWebUIGlue accessibilityInitializeBundle]_block_invoke_4
0x00000002876dbee4  0x000000e0  __TEXT,__text  func  accessibilityMobileSafariLocalizedString
0x00000002876dbfc4  0x000000e0  __TEXT,__text  func  accessibilitySafariServicesLocalizedString
0x00000002876dc0a4  0x000000e0  __TEXT,__text  func  accessibilitySafariScribbleLocalizedString
0x00000002876dc184  0x000001e0  __TEXT,__text  func  profileSymbolAccessibilityLabel
0x00000002876dc364  0x00000008  __TEXT,__text  func  __44+[AXWebUIGlue accessibilityInitializeBundle]_block_invoke_2
0x00000002876dc36c  0x0000002c  __TEXT,__text  func  accessibilityMobileSafariLocalizedString.cold.1
0x00000002876dc398  0x0000002c  __TEXT,__text  func  accessibilitySafariServicesLocalizedString.cold.1
0x00000002876dc3c4  0x0000002c  __TEXT,__text  func  accessibilitySafariScribbleLocalizedString.cold.1
0x00000002876dc3f0  0x000000e8  __TEXT,__text  func  +[AXWebUIGlue accessibilityInitializeBundle].cold.1
0x00000002876dc4d8  0x000005c8  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_AXWebUIGlue
0x00000002876dcaa0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleWithPath:
0x00000002876dcac0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isEqualToString:
0x00000002876dcae0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$localizedStringForKey:value:table:
0x00000002876dcb00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$performValidations:withPreValidationHandler:postValidationHandler:safeCategoryInstallationHandler:
0x00000002876dcb20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setDebugBuild:
0x00000002876dcb40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setOverrideProcessName:
0x00000002876dcb60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setValidationTargetName:
0x00000002876dcb80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sharedInstance
0x00000002876dcba0  0x00000000  __TEXT,__objc_stubs  func  objc_msgSend$stringByAppendingPathComponent:
