//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/LightSourceSupport.framework/Versions/A/LightSourceSupport
// arch:    arm64e
// uuid:    18C19267-7E3E-3D0C-A159-8ADCC08EBA60
// text:    0x00000002534a1000
// count:   663 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002534a2210  0x000001c8  __TEXT,__text  func  -[LSSResampler initWithProvider:inUpdateInterval:outUpdateInterval:delegate:]
0x00000002534a23d8  0x00000254  __TEXT,__text  func  -[LSSResampler updateLightDirection:]
0x00000002534a262c  0x0000000c  __TEXT,__text  func  __copy_helper_block_e8_32w
0x00000002534a2638  0x00000008  __TEXT,__text  func  __destroy_helper_block_e8_32w
0x00000002534a2640  0x00000008  __TEXT,__text  func  -[LSSResampler setFeatures:]
0x00000002534a2648  0x00000008  __TEXT,__text  func  -[LSSResampler features]
0x00000002534a2650  0x00000068  __TEXT,__text  func  -[LSSResampler provider:updatedLight:]
0x00000002534a26b8  0x00000060  __TEXT,__text  func  -[LSSResampler invalidate]
0x00000002534a2718  0x00000008  __TEXT,__text  func  -[LSSResampler queue]
0x00000002534a2720  0x0000002c  __TEXT,__text  func  -[LSSResampler delegate]
0x00000002534a274c  0x0000000c  __TEXT,__text  func  -[LSSResampler setDelegate:]
0x00000002534a2758  0x00000008  __TEXT,__text  func  -[LSSResampler inUpdateInterval]
0x00000002534a2760  0x00000008  __TEXT,__text  func  -[LSSResampler outUpdateInterval]
0x00000002534a2768  0x00000008  __TEXT,__text  func  -[LSSResampler additionalShiftToAccountForVariance]
0x00000002534a2770  0x00000008  __TEXT,__text  func  -[LSSResampler setAdditionalShiftToAccountForVariance:]
0x00000002534a2778  0x00000058  __TEXT,__text  func  -[LSSResampler .cxx_destruct]
0x00000002534a27d0  0x0000004c  __TEXT,__text  func  __LSSLogResampler_block_invoke
0x00000002534a281c  0x00000020  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x00000002534a283c  0x00000210  __TEXT,__text  func  -[LSSDisplayLinkResampler initWithProvider:display:inUpdateInterval:outUpdateInterval:delegate:]
0x00000002534a2a4c  0x00000090  __TEXT,__text  func  -[LSSDisplayLinkResampler _onthread_fire]
0x00000002534a2adc  0x00000008  __TEXT,__text  func  __41-[LSSDisplayLinkResampler _onthread_fire]_block_invoke
0x00000002534a2ae4  0x00000008  __TEXT,__text  func  __copy_helper_block_e8_32s
0x00000002534a2aec  0x00000008  __TEXT,__text  func  __destroy_helper_block_e8_32s
0x00000002534a2af4  0x00000160  __TEXT,__text  func  -[LSSDisplayLinkResampler updateLightDirection:]
0x00000002534a2c54  0x00000068  __TEXT,__text  func  -[LSSDisplayLinkResampler provider:updatedLight:]
0x00000002534a2cbc  0x00000048  __TEXT,__text  func  -[LSSDisplayLinkResampler invalidate]
0x00000002534a2d04  0x00000008  __TEXT,__text  func  -[LSSDisplayLinkResampler setFeatures:]
