//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/FramePacing.framework/Versions/A/FramePacing
// arch:    arm64e
// uuid:    0CEB865C-17EB-3C26-B9C0-CE3689942DB2
// text:    0x00000002427b7000
// count:   196 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002427b7db0  0x00000014  __TEXT,__text  func  FPDrawableLifetimeMarkStarted
0x00000002427b7dc4  0x00000014  __TEXT,__text  func  FPDrawableLifetimeMarkClientDidPresent
0x00000002427b7dd8  0x00000020  __TEXT,__text  func  FPDrawableLifetimeMarkFinished
0x00000002427b7df8  0x00000010  __TEXT,__text  func  FPCAMetalLayerAllocated
0x00000002427b7e08  0x00000010  __TEXT,__text  func  FPMetalLayerMarkDealloc
0x00000002427b7e18  0x00000018  __TEXT,__text  func  FPMetalLayerMarkSetSize
0x00000002427b7e30  0x00000014  __TEXT,__text  func  FPMetalLayerMarkSetPixelFormat
0x00000002427b7e44  0x00000014  __TEXT,__text  func  FPMetalLayerMarkSetName
0x00000002427b7e58  0x00000068  __TEXT,__text  func  _fpErrorHandle
0x00000002427b7ec0  0x00000048  __TEXT,__text  func  ___fpErrorHandle_block_invoke
0x00000002427b7f08  0x00000068  __TEXT,__text  func  _fpStateHandle
0x00000002427b7f70  0x00000048  __TEXT,__text  func  ___fpStateHandle_block_invoke
0x00000002427b7fb8  0x00000068  __TEXT,__text  func  _fpPerDrawableHandle
0x00000002427b8020  0x00000048  __TEXT,__text  func  ___fpPerDrawableHandle_block_invoke
0x00000002427b8068  0x00000068  __TEXT,__text  func  _fpConfigurationHandle
0x00000002427b80d0  0x00000048  __TEXT,__text  func  ___fpConfigurationHandle_block_invoke
0x00000002427b8118  0x00000068  __TEXT,__text  func  _fpMetalLayerDebugHandle
0x00000002427b8180  0x00000048  __TEXT,__text  func  ___fpMetalLayerDebugHandle_block_invoke
0x00000002427b81c8  0x00000068  __TEXT,__text  func  _fpDrawableLifetimeDebugHandle
0x00000002427b8230  0x00000048  __TEXT,__text  func  ___fpDrawableLifetimeDebugHandle_block_invoke
0x00000002427b8278  0x00000068  __TEXT,__text  func  _fpCommandBufferDebugHandle
0x00000002427b82e0  0x00000048  __TEXT,__text  func  ___fpCommandBufferDebugHandle_block_invoke
0x00000002427b8328  0x00000068  __TEXT,__text  func  _fpTimeDebugHandle
0x00000002427b8390  0x00000048  __TEXT,__text  func  ___fpTimeDebugHandle_block_invoke
0x00000002427b83d8  0x00000068  __TEXT,__text  func  _fpRusageDebugHandle
0x00000002427b8440  0x00000048  __TEXT,__text  func  ___fpRusageDebugHandle_block_invoke
0x00000002427b8488  0x00000068  __TEXT,__text  func  _fpIdleDebugHandle
0x00000002427b84f0  0x00000048  __TEXT,__text  func  ___fpIdleDebugHandle_block_invoke
0x00000002427b8538  0x00000128  __TEXT,__text  func  _shouldEmitErrorSignpost
0x00000002427b8660  0x00000058  __TEXT,__text  func  FPScaleMachTimestamp
0x00000002427b86b8  0x00000028  __TEXT,__text  func  __FPScaleMachTimestamp_block_invoke
0x00000002427b86e0  0x00000004  __TEXT,__text  func  FP_mach_continuous_time_rescaled
0x00000002427b86e4  0x00000048  __TEXT,__text  func  FPMachAbsoluteToRescaledMachContinuous
0x00000002427b872c  0x00000088  __TEXT,__text  func  FPTimeIntervalToMachContinuousRescaled
0x00000002427b87b4  0x00000058  __TEXT,__text  func  FPRescaledMachTimestampDeltaToTimeInterval
0x00000002427b880c  0x00000050  __TEXT,__text  func  ___initTimebase_block_invoke
0x00000002427b885c  0x00000028  __TEXT,__text  func  ___FPUnscaleTimeIntervalTimestamp_block_invoke
0x00000002427b8884  0x00000014  __TEXT,__text  func  -[FPDurationStatistics reset]
0x00000002427b8898  0x00000078  __TEXT,__text  func  -[FPDurationStatistics addDurationSec:]
0x00000002427b8910  0x00000054  __TEXT,__text  func  -[FPDurationStatistics averageSec]
0x00000002427b8964  0x00000088  __TEXT,__text  func  -[FPDurationStatistics stddevSec]
0x00000002427b89ec  0x00000058  __TEXT,__text  func  -[FPDurationStatistics minSec]
0x00000002427b8a44  0x00000024  __TEXT,__text  func  -[FPDurationStatistics minNs]
0x00000002427b8a68  0x00000024  __TEXT,__text  func  -[FPDurationStatistics maxNs]
0x00000002427b8a8c  0x00000024  __TEXT,__text  func  -[FPDurationStatistics averageNs]
0x00000002427b8ab0  0x00000024  __TEXT,__text  func  -[FPDurationStatistics stddevNs]
0x00000002427b8ad4  0x00000024  __TEXT,__text  func  -[FPDurationStatistics totalDurationNs]
0x00000002427b8af8  0x00000024  __TEXT,__text  func  -[FPDurationStatistics minMs]
0x00000002427b8b1c  0x00000024  __TEXT,__text  func  -[FPDurationStatistics maxMs]
0x00000002427b8b40  0x00000024  __TEXT,__text  func  -[FPDurationStatistics averageMs]
0x00000002427b8b64  0x00000024  __TEXT,__text  func  -[FPDurationStatistics stddevMs]
0x00000002427b8b88  0x00000024  __TEXT,__text  func  -[FPDurationStatistics totalDurationMs]
0x00000002427b8bac  0x00000044  __TEXT,__text  func  -[FPDurationStatistics init]
0x00000002427b8bf0  0x00000008  __TEXT,__text  func  -[FPDurationStatistics count]
0x00000002427b8bf8  0x00000008  __TEXT,__text  func  -[FPDurationStatistics maxSec]
0x00000002427b8c00  0x00000008  __TEXT,__text  func  -[FPDurationStatistics totalDurationSec]
0x00000002427b8c08  0x00000008  __TEXT,__text  func  -[FPDurationStatistics setTotalDurationSec:]
0x00000002427b8c10  0x00000008  __TEXT,__text  func  -[FPDurationStatistics totalDurationSecSquared]
0x00000002427b8c18  0x00000008  __TEXT,__text  func  -[FPDurationStatistics setTotalDurationSecSquared:]
0x00000002427b8c20  0x00000008  __TEXT,__text  func  -[FPDurationStatistics internalMinSec]
0x00000002427b8c28  0x00000014  __TEXT,__text  func  FPCommandBufferCreated
0x00000002427b8c3c  0x00000048  __TEXT,__text  func  FPCommandBufferCommitted
0x00000002427b8c84  0x00000018  __TEXT,__text  func  FPCommandBufferScheduled
0x00000002427b8c9c  0x00000018  __TEXT,__text  func  FPCommandBufferCompleted
0x00000002427b8cb4  0x00000068  __TEXT,__text  func  _FPLayerStateSyncQueue
0x00000002427b8d1c  0x00000044  __TEXT,__text  func  ___FPLayerStateSyncQueue_block_invoke
0x00000002427b8d60  0x00000068  __TEXT,__text  func  _FPGlobalLayerStateDictionary
0x00000002427b8dc8  0x00000040  __TEXT,__text  func  ___FPGlobalLayerStateDictionary_block_invoke
0x00000002427b8e08  0x00000068  __TEXT,__text  func  _FPConfigurationSettingQueue
0x00000002427b8e70  0x00000044  __TEXT,__text  func  ___FPConfigurationSettingQueue_block_invoke
0x00000002427b8eb4  0x000000cc  __TEXT,__text  func  _FPConfigurationSetPerDrawableSignpostingEnabled
0x00000002427b8f80  0x0000001c  __TEXT,__text  func  ___FPConfigurationSetPerDrawableSignpostingEnabled_block_invoke
0x00000002427b8f9c  0x00000010  __TEXT,__text  func  __copy_helper_block_e8_32r
0x00000002427b8fac  0x0000000c  __TEXT,__text  func  __destroy_helper_block_e8_32r
0x00000002427b8fb8  0x000000bc  __TEXT,__text  func  _FPGetSeparatePerDrawableSignpostCategoryEnabled
0x00000002427b9074  0x00000018  __TEXT,__text  func  ___FPGetSeparatePerDrawableSignpostCategoryEnabled_block_invoke
0x00000002427b908c  0x000000cc  __TEXT,__text  func  _FPConfigurationSetSeparatePerDrawableSignpostCategoryEnabled
0x00000002427b9158  0x0000001c  __TEXT,__text  func  ___FPConfigurationSetSeparatePerDrawableSignpostCategoryEnabled_block_invoke
0x00000002427b9174  0x000000d4  __TEXT,__text  func  _FPGetCurrentAggregationIntervalSeconds
0x00000002427b9248  0x00000018  __TEXT,__text  func  ___FPGetCurrentAggregationIntervalSeconds_block_invoke
0x00000002427b9260  0x00000204  __TEXT,__text  func  _FPConfigurationSetAggregationInterval
0x00000002427b9464  0x00000090  __TEXT,__text  func  ___FPConfigurationSetAggregationInterval_block_invoke
0x00000002427b94f4  0x00000068  __TEXT,__text  func  _aggregationTimerSource
0x00000002427b955c  0x000000bc  __TEXT,__text  func  _FPGetCurrentPerDrawableSignpostingEnabled
0x00000002427b9618  0x00000018  __TEXT,__text  func  ___FPGetCurrentPerDrawableSignpostingEnabled_block_invoke
0x00000002427b9630  0x00000068  __TEXT,__text  func  _FPConfigurationCheckingQueue
0x00000002427b9698  0x00000044  __TEXT,__text  func  ___FPConfigurationCheckingQueue_block_invoke
0x00000002427b96dc  0x0000004c  __TEXT,__text  func  _FPCheckEnvironmentVariablesAndDefaultsForConfiguration
0x00000002427b9728  0x00000954  __TEXT,__text  func  ___FPCheckEnvironmentVariablesAndDefaultsForConfiguration_block_invoke
0x00000002427ba07c  0x00000030  __TEXT,__text  func  _FPResetConfigurationToDefault
0x00000002427ba0ac  0x00000048  __TEXT,__text  func  -[FPInFlightDrawableLifetime dealloc]
0x00000002427ba0f4  0x0000000c  __TEXT,__text  func  -[FPInFlightDrawableLifetime .cxx_destruct]
0x00000002427ba100  0x00000068  __TEXT,__text  func  _FPGlobalInFlightCommandBufferDictionary
0x00000002427ba168  0x00000040  __TEXT,__text  func  ___FPGlobalInFlightCommandBufferDictionary_block_invoke
0x00000002427ba1a8  0x0000006c  __TEXT,__text  func  -[FPInFlightCommandBuffer initWithAddress:creationTime:]
0x00000002427ba214  0x00000048  __TEXT,__text  func  -[FPInFlightCommandBuffer dealloc]
0x00000002427ba25c  0x0000006c  __TEXT,__text  func  +[FPCAMetalLayerState _globalScheduledCommandBuffers]
0x00000002427ba2c8  0x00000040  __TEXT,__text  func  __53+[FPCAMetalLayerState _globalScheduledCommandBuffers]_block_invoke
0x00000002427ba308  0x00000074  __TEXT,__text  func  -[FPCAMetalLayerState dealloc]
0x00000002427ba37c  0x0000100c  __TEXT,__text  func  -[FPCAMetalLayerState _reportState]
0x00000002427bb388  0x00000044  __TEXT,__text  func  -[FPCAMetalLayerState previousPresentedLifetimeEnd]
0x00000002427bb3cc  0x00000094  __TEXT,__text  func  +[FPCAMetalLayerState _layerStateForAddress:]
0x00000002427bb460  0x0000014c  __TEXT,__text  func  __49+[FPCAMetalLayerState _reportBundleInfoIfNeeded:]_block_invoke
0x00000002427bb5ac  0x00000020  __TEXT,__text  func  __62+[FPCAMetalLayerState _reportProcessPerformanceStatsIfNeeded:]_block_invoke
0x00000002427bb5cc  0x000000a0  __TEXT,__text  func  +[FPCAMetalLayerState metalLayerAlloc:]
0x00000002427bb66c  0x00000404  __TEXT,__text  func  __39+[FPCAMetalLayerState metalLayerAlloc:]_block_invoke
0x00000002427bba70  0x000000a0  __TEXT,__text  func  +[FPCAMetalLayerState metalLayerDealloc:]
0x00000002427bbb10  0x0000007c  __TEXT,__text  func  __41+[FPCAMetalLayerState metalLayerDealloc:]_block_invoke
0x00000002427bbb8c  0x000000d4  __TEXT,__text  func  +[FPCAMetalLayerState _updateLayerState:block:]
0x00000002427bbc60  0x000000fc  __TEXT,__text  func  __47+[FPCAMetalLayerState _updateLayerState:block:]_block_invoke
0x00000002427bbd5c  0x00000010  __TEXT,__text  func  __copy_helper_block_e8_32b
0x00000002427bbd6c  0x00000008  __TEXT,__text  func  __destroy_helper_block_e8_32s
0x00000002427bbd74  0x00000090  __TEXT,__text  func  +[FPCAMetalLayerState metalLayerSetSize:height:width:]
0x00000002427bbe04  0x00000084  __TEXT,__text  func  __54+[FPCAMetalLayerState metalLayerSetSize:height:width:]_block_invoke
0x00000002427bbe88  0x00000084  __TEXT,__text  func  +[FPCAMetalLayerState metalLayerSetPixelFormat:pixelFormat:]
0x00000002427bbf0c  0x0000009c  __TEXT,__text  func  __60+[FPCAMetalLayerState metalLayerSetPixelFormat:pixelFormat:]_block_invoke
0x00000002427bbfa8  0x000000bc  __TEXT,__text  func  +[FPCAMetalLayerState metalLayerSetNameOfLayer:name:]
0x00000002427bc064  0x00000060  __TEXT,__text  func  __53+[FPCAMetalLayerState metalLayerSetNameOfLayer:name:]_block_invoke
