//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/iOSSupport/System/Library/AccessibilityBundles/Image-QuickLook.axbundle/Contents/MacOS/Image-QuickLook
// arch:    arm64e
// uuid:    2872B36C-BE3B-396B-8DA1-A526920CA1EC
// text:    0x00000002872a2000
// count:   46 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000002872a2e60  0x0000006c  __TEXT,__text  objc  +[AXImageQuickLookGlue accessibilityInitializeBundle]  // +[AXImageQuickLookGlue ?]
0x00000002872a2ecc  0x00000008  __TEXT,__text  func  __53+[AXImageQuickLookGlue accessibilityInitializeBundle]_block_invoke
0x00000002872a2ed4  0x00000028  __TEXT,__text  func  __53+[AXImageQuickLookGlue accessibilityInitializeBundle]_block_invoke_2
0x00000002872a2efc  0x00000004  __TEXT,__text  func  __53+[AXImageQuickLookGlue accessibilityInitializeBundle]_block_invoke_3
0x00000002872a2f00  0x00000014  __TEXT,__text  func  __53+[AXImageQuickLookGlue accessibilityInitializeBundle]_block_invoke_4
0x00000002872a2f14  0x0000000c  __TEXT,__text  objc  +[QLImageItemViewControllerAccessibility(SafeCategory) safeCategoryTargetClassName]  // +[QLImageItemViewControllerAccessibility ]
0x00000002872a2f20  0x0000000c  __TEXT,__text  objc  +[QLImageItemViewControllerAccessibility(SafeCategory) safeCategoryBaseClass]  // +[QLImageItemViewControllerAccessibility ]
0x00000002872a2f2c  0x000001d8  __TEXT,__text  objc  +[QLImageItemViewControllerAccessibility _accessibilityPerformValidations:]  // +[QLImageItemViewControllerAccessibility ?]
0x00000002872a3104  0x000000e0  __TEXT,__text  objc  -[QLImageItemViewControllerAccessibility _accessibilityLoadAccessibilityInformation]  // -[QLImageItemViewControllerAccessibility ?]
0x00000002872a31e4  0x0000004c  __TEXT,__text  objc  -[QLImageItemViewControllerAccessibility loadPreviewControllerWithContents:context:completionHandler:]  // -[QLImageItemViewControllerAccessibility ?]
0x00000002872a3230  0x0000004c  __TEXT,__text  objc  -[QLImageItemViewControllerAccessibility previewDidAppear:]  // -[QLImageItemViewControllerAccessibility ?]
0x00000002872a327c  0x000002fc  __TEXT,__text  objc  -[QLImageItemViewControllerAccessibility _axPhotoDescriptionFromContents:context:]  // -[QLImageItemViewControllerAccessibility ?]
