//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SiriSchemaRegistry.framework/Versions/A/SiriSchemaRegistry
// arch:    arm64e
// uuid:    1E4C7AE3-7161-3D23-B8D6-3C2BA1FBF7F5
// text:    0x000000026cc95000
// count:   73 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000026cc95d08  0x00000008  __TEXT,__text  sub  sub_26cc95d08
0x000000026cc95d10  0x00000074  __TEXT,__text  sub  sub_26cc95d10
0x000000026cc95d84  0x00000020  __TEXT,__text  sub  sub_26cc95d84
0x000000026cc95da4  0x00000060  __TEXT,__text  sub  sub_26cc95da4
0x000000026cc95e04  0x00000098  __TEXT,__text  sub  sub_26cc95e04
0x000000026cc95e9c  0x000000b0  __TEXT,__text  sub  sub_26cc95e9c
0x000000026cc95f4c  0x000000ac  __TEXT,__text  sub  sub_26cc95f4c
0x000000026cc95ff8  0x00000094  __TEXT,__text  sub  sub_26cc95ff8
0x000000026cc9608c  0x000000a8  __TEXT,__text  sub  sub_26cc9608c
0x000000026cc96134  0x00000028  __TEXT,__text  sub  sub_26cc96134
0x000000026cc9615c  0x0000000c  __TEXT,__text  sub  sub_26cc9615c
0x000000026cc96168  0x0000005c  __TEXT,__text  sub  sub_26cc96168
0x000000026cc961c4  0x00000044  __TEXT,__text  sub  sub_26cc961c4
0x000000026cc96208  0x00000020  __TEXT,__text  sub  sub_26cc96208
0x000000026cc96228  0x00000038  __TEXT,__text  sub  sub_26cc96228
0x000000026cc96260  0x000000ac  __TEXT,__text  sub  sub_26cc96260
0x000000026cc9630c  0x000000dc  __TEXT,__text  sub  sub_26cc9630c
0x000000026cc963e8  0x000000f4  __TEXT,__text  sub  sub_26cc963e8
0x000000026cc964dc  0x000000f0  __TEXT,__text  sub  sub_26cc964dc
0x000000026cc965cc  0x000000e0  __TEXT,__text  sub  sub_26cc965cc
0x000000026cc966ac  0x000000ec  __TEXT,__text  sub  sub_26cc966ac
0x000000026cc96798  0x00000048  __TEXT,__text  sub  sub_26cc96798
0x000000026cc967e0  0x00000048  __TEXT,__text  sub  sub_26cc967e0
0x000000026cc96828  0x00000048  __TEXT,__text  sub  sub_26cc96828
0x000000026cc96870  0x000000a8  __TEXT,__text  sub  sub_26cc96870
0x000000026cc96918  0x00000014  __TEXT,__text  sub  sub_26cc96918
0x000000026cc9692c  0x00000070  __TEXT,__text  sub  sub_26cc9692c
0x000000026cc9699c  0x00000014  __TEXT,__text  sub  sub_26cc9699c
0x000000026cc969b0  0x00000074  __TEXT,__text  sub  sub_26cc969b0
0x000000026cc96a24  0x0000007c  __TEXT,__text  sub  sub_26cc96a24
0x000000026cc96aa0  0x00000014  __TEXT,__text  sub  sub_26cc96aa0
0x000000026cc96ab4  0x00000064  __TEXT,__text  sub  sub_26cc96ab4
0x000000026cc96b18  0x00000014  __TEXT,__text  sub  sub_26cc96b18
0x000000026cc96b2c  0x00000068  __TEXT,__text  sub  sub_26cc96b2c
0x000000026cc96b94  0x0000006c  __TEXT,__text  sub  sub_26cc96b94
0x000000026cc96c00  0x00000064  __TEXT,__text  sub  sub_26cc96c00
0x000000026cc96c64  0x000004ac  __TEXT,__text  sub  sub_26cc96c64
0x000000026cc97110  0x00000054  __TEXT,__text  func  __swift_instantiateConcreteTypeFromMangledNameV2
0x000000026cc97164  0x00000058  __TEXT,__text  sub  sub_26cc97164
0x000000026cc971bc  0x000001e8  __TEXT,__text  sub  sub_26cc971bc
0x000000026cc973a4  0x000000ec  __TEXT,__text  sub  sub_26cc973a4
0x000000026cc97490  0x0000001c  __TEXT,__text  sub  sub_26cc97490
0x000000026cc974ac  0x00000064  __TEXT,__text  sub  sub_26cc974ac
0x000000026cc97510  0x0000005c  __TEXT,__text  func  __swift_instantiateConcreteTypeFromMangledNameAbstractV2
0x000000026cc9756c  0x00000014  __TEXT,__text  sub  sub_26cc9756c
0x000000026cc97580  0x00000064  __TEXT,__text  sub  sub_26cc97580
0x000000026cc975e4  0x00000014  __TEXT,__text  sub  sub_26cc975e4
0x000000026cc975f8  0x00000068  __TEXT,__text  sub  sub_26cc975f8
0x000000026cc97660  0x0000004c  __TEXT,__text  sub  sub_26cc97660
0x000000026cc976ac  0x0000006c  __TEXT,__text  sub  sub_26cc976ac
0x000000026cc97718  0x00000004  __TEXT,__text  func  __swift_memcpy0_1
0x000000026cc9771c  0x00000004  __TEXT,__text  func  __swift_noop_void_return
0x000000026cc97720  0x00000050  __TEXT,__text  sub  sub_26cc97720
0x000000026cc97770  0x0000007c  __TEXT,__text  sub  sub_26cc97770
0x000000026cc977ec  0x00000008  __TEXT,__text  sub  sub_26cc977ec
0x000000026cc977f4  0x00000004  __TEXT,__text  sub  sub_26cc977f4
0x000000026cc977f8  0x00000178  __TEXT,__text  sub  sub_26cc977f8
0x000000026cc97970  0x00000040  __TEXT,__const  func  SiriSchemaRegistryVersionString
0x000000026cc979b0  0x00000130  __TEXT,__const  func  SiriSchemaRegistryVersionNumber
0x000000026cc97ae0  0x000000a2  __TEXT,__const  func  __swift_reflection_version
0x000000026cc97b82  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 18SiriSchemaRegistry11ComponentIdVSHAASQ
0x000000026cc97b8a  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 18SiriSchemaRegistry15ComponentIdEdgeVSHAASQ
0x000000026cc97b92  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 18SiriSchemaRegistry11ComponentIdV
0x000000026cc97b98  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ s5Int32V
0x000000026cc97b9e  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10Foundation4UUIDV
0x000000026cc97ba4  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 18SiriSchemaRegistry15ComponentIdEdgeV
0x000000026cc97baa  0x00000010  __TEXT,__swift5_typeref  func  symbolic _____y_____GSg 8Dendrite15ProtoFieldValueO AA0B13ScopedMessageC
0x000000026cc97bba  0x00000008  __TEXT,__swift5_typeref  func  symbolic _____Sg 8Dendrite17SchemaScalarValueO
0x000000026cc97bc2  0x0000000e  __TEXT,__swift5_typeref  func  symbolic _____y_____G 8Dendrite15ProtoFieldValueO AA0B13ScopedMessageC
0x000000026cc97bd0  0x0000000a  __TEXT,__swift5_typeref  func  symbolic Say_____G 8Dendrite17SchemaScalarValueO
0x000000026cc97bda  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 18SiriSchemaRegistry21ScalarValueExtractionV
0x000000026cc97be0  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 8Dendrite16ProtoTagPathStemV
0x000000026cc97be6  0x00000000  __TEXT,__swift5_typeref  func  symbolic _____ 18SiriSchemaRegistry0B10ExtensionsO
