//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/LighthouseCoreMLFeatureStore.framework/Versions/A/LighthouseCoreMLFeatureStore
// arch:    arm64e
// uuid:    A30C1046-7C0B-3080-B36B-30F84C506809
// text:    0x000000025360d000
// count:   432 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000025360e148  0x0000000c  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler myAnalyticsSendEvent:eventPayload:]
0x000000025360e154  0x00000cf0  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler emitFeatureStatisticEvents:usageType:batchProviderInfo:]
0x000000025360ee44  0x0000032c  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler emitModelTrainingEvent:]
0x000000025360f170  0x00000384  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler emitShadowEvaluationEvent:]
0x000000025360f4f4  0x00000a5c  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler emitFeatureImportanceEvent:]
0x000000025360ff50  0x000009a0  __TEXT,__text  func  +[LCFELCoreAnalyticsHandler emitChangePointDetectionEvent:]
0x00000002536108f0  0x00000100  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult init:featureCount:correlationCoefficient:featureImportance:]
0x00000002536109f0  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult featureName]
0x00000002536109f8  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult featureCount]
0x0000000253610a00  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult correlationCoefficient]
0x0000000253610a08  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult featureImportance]
0x0000000253610a10  0x0000005c  __TEXT,__text  func  -[LCFELFeatureImportanceAnalysisResult .cxx_destruct]
0x0000000253610a6c  0x000000d4  __TEXT,__text  func  -[LCFFeatureStore init:url:useSqlite:]
0x0000000253610b40  0x0000001c  __TEXT,__text  func  -[LCFFeatureStore updateFeatureSet:]
0x0000000253610b5c  0x000000d8  __TEXT,__text  func  -[LCFFeatureStore updateFeatureSet:featureVestion:featureValues:]
0x0000000253610c34  0x0000000c  __TEXT,__text  func  -[LCFFeatureStore getFeatureVector:option:]
0x0000000253610c40  0x000000c4  __TEXT,__text  func  -[LCFFeatureStore getFeatureVector:atTime:option:]
0x0000000253610d04  0x000007d0  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectorWithStoreEvents:storeEventsInReversedOrder:option:]
0x00000002536114d4  0x00000010  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectors:option:]
0x00000002536114e4  0x000003a0  __TEXT,__text  func  -[LCFFeatureStore getFeatureSets:startDate:endDate:option:]
0x0000000253611884  0x00000060  __TEXT,__text  func  doubleSort
0x00000002536118e4  0x00000418  __TEXT,__text  func  -[LCFFeatureStore featureProviderFromfeatureSet:featureNames:]
0x0000000253611cfc  0x000005d8  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectors:startDate:endDate:option:]
0x00000002536122d4  0x0000002c  __TEXT,__text  func  -[LCFFeatureStore getMultiArrayFeatureVectors:vectorName:srcLabelName:destLabelName:option:]
0x0000000253612300  0x000001d4  __TEXT,__text  func  -[LCFFeatureStore getMultiArrayFeatureVectors:vectorName:srcLabelName:destLabelName:startDate:endDate:option:]
0x00000002536124d4  0x00000014  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectorTimestamps]
0x00000002536124e8  0x000000a4  __TEXT,__text  func  -[LCFFeatureStore pruneFrom:endDate:option:]
0x000000025361258c  0x00000008  __TEXT,__text  func  -[LCFFeatureStore featureStoreKey]
0x0000000253612594  0x00000008  __TEXT,__text  func  -[LCFFeatureStore biomeManagerLabeledDataStore]
0x000000025361259c  0x00000008  __TEXT,__text  func  -[LCFFeatureStore dbFeatureStore]
0x00000002536125a4  0x00000008  __TEXT,__text  func  -[LCFFeatureStore useSqlite]
0x00000002536125ac  0x00000050  __TEXT,__text  func  -[LCFFeatureStore .cxx_destruct]
0x00000002536125fc  0x00000018  __TEXT,__text  func  OUTLINED_FUNCTION_0
0x0000000253612614  0x0000000c  __TEXT,__text  func  OUTLINED_FUNCTION_1
0x0000000253612620  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_1  // aliases: OUTLINED_FUNCTION_2
0x0000000253612634  0x0000000c  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x0000000253612640  0x00000100  __TEXT,__text  func  -[LCFELFeatureValueStatistic init:count:mean:stddev:]
0x0000000253612740  0x00000008  __TEXT,__text  func  -[LCFELFeatureValueStatistic featureName]
0x0000000253612748  0x00000008  __TEXT,__text  func  -[LCFELFeatureValueStatistic count]
0x0000000253612750  0x00000008  __TEXT,__text  func  -[LCFELFeatureValueStatistic mean]
0x0000000253612758  0x00000008  __TEXT,__text  func  -[LCFELFeatureValueStatistic stddev]
0x0000000253612760  0x0000005c  __TEXT,__text  func  -[LCFELFeatureValueStatistic .cxx_destruct]
0x00000002536127bc  0x0000025c  __TEXT,__text  func  -[LCFCoreMLBatchProvider init:featureProviders:]
0x0000000253612a18  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider featuresAtIndex:]
0x0000000253612a20  0x0000003c  __TEXT,__text  func  +[LCFCoreMLBatchProvider fromMLProvider:]
0x0000000253612a5c  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider featureStoreKey]
0x0000000253612a64  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider timeFirst]
0x0000000253612a6c  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider timeLast]
0x0000000253612a74  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider count]
0x0000000253612a7c  0x00000008  __TEXT,__text  func  -[LCFCoreMLBatchProvider featureProviders]
0x0000000253612a84  0x0000005c  __TEXT,__text  func  -[LCFCoreMLBatchProvider .cxx_destruct]
0x0000000253612ae0  0x00000100  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult init:featureCount:detectedChangePointCount:changepointTimestamps:]
0x0000000253612be0  0x00000008  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult featureName]
0x0000000253612be8  0x00000008  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult featureCount]
0x0000000253612bf0  0x00000008  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult detectedChangePointCount]
0x0000000253612bf8  0x00000008  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult changepointTimestamps]
0x0000000253612c00  0x0000005c  __TEXT,__text  func  -[LCFELChangepointDetectionAnalysisResult .cxx_destruct]
0x0000000253612c5c  0x000001a0  __TEXT,__text  func  -[LCFELShadowEvaluationEvent init:inputBachProviderInfo:evaluatedPredictions:accuracy:succeeded:evaluationError:]
0x0000000253612dfc  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent contextId]
0x0000000253612e04  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent eventId]
0x0000000253612e0c  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent modelName]
0x0000000253612e14  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent inputBachProviderInfo]
0x0000000253612e1c  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent evaluatedPredictions]
0x0000000253612e24  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent accuracy]
0x0000000253612e2c  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent succeeded]
0x0000000253612e34  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationEvent evaluationError]
0x0000000253612e3c  0x0000008c  __TEXT,__text  func  -[LCFELShadowEvaluationEvent .cxx_destruct]
0x0000000253612ec8  0x00000044  __TEXT,__text  func  -[LCFFeatureValue initEmpty]
0x0000000253612f0c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithIntValue:]
0x0000000253612f8c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithDoubleValue:]
0x000000025361300c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithStringValue:]
0x000000025361308c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithBoolValue:]
0x000000025361310c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithTimeBucketValue:]
0x000000025361318c  0x00000080  __TEXT,__text  func  -[LCFFeatureValue initWithDoubleArray:]
0x000000025361320c  0x0000015c  __TEXT,__text  func  -[LCFFeatureValue valueInString]
0x0000000253613368  0x00000028  __TEXT,__text  func  -[LCFFeatureValue getTypeDBString]
0x0000000253613390  0x0000002c  __TEXT,__text  func  -[LCFFeatureValue isNullValue]
0x00000002536133bc  0x00000008  __TEXT,__text  func  -[LCFFeatureValue type]
0x00000002536133c4  0x00000008  __TEXT,__text  func  -[LCFFeatureValue intValue]
0x00000002536133cc  0x00000008  __TEXT,__text  func  -[LCFFeatureValue doubleValue]
0x00000002536133d4  0x00000008  __TEXT,__text  func  -[LCFFeatureValue stringValue]
0x00000002536133dc  0x00000008  __TEXT,__text  func  -[LCFFeatureValue boolValue]
0x00000002536133e4  0x00000008  __TEXT,__text  func  -[LCFFeatureValue timeBucketValue]
0x00000002536133ec  0x00000008  __TEXT,__text  func  -[LCFFeatureValue doubleArray]
0x00000002536133f4  0x00000074  __TEXT,__text  func  -[LCFFeatureValue .cxx_destruct]
0x0000000253613468  0x0000002c  __TEXT,__text  func  LCFLoggingUtilsInit
0x0000000253613494  0x000000bc  __TEXT,__text  func  __LCFLoggingUtilsInit_block_invoke
0x0000000253613550  0x00000120  __TEXT,__text  func  -[LCFDatabaseColumn init:typeDb:]
0x0000000253613670  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumn name]
0x0000000253613678  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumn typeDb]
0x0000000253613680  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumn type]
0x0000000253613688  0x00000044  __TEXT,__text  func  -[LCFDatabaseColumn .cxx_destruct]
0x00000002536136cc  0x00000664  __TEXT,__text  func  +[LCFCoreMLFeatureProviderUtils toMultiArrayTypeFeatureProvider:srcFeatureNames:srcLabelName:destFeatureName:destLabelName:]
0x0000000253613d30  0x00000054  __TEXT,__text  func  __124+[LCFCoreMLFeatureProviderUtils toMultiArrayTypeFeatureProvider:srcFeatureNames:srcLabelName:destFeatureName:destLabelName:]_block_invoke
0x0000000253613d84  0x00000050  __TEXT,__text  func  __copy_helper_block_e8_32r40r
0x0000000253613dd4  0x00000044  __TEXT,__text  func  __destroy_helper_block_e8_32r40r
0x0000000253613e18  0x00000010  __TEXT,__text  func  __124+[LCFCoreMLFeatureProviderUtils toMultiArrayTypeFeatureProvider:srcFeatureNames:srcLabelName:destFeatureName:destLabelName:]_block_invoke.53
0x0000000253613e28  0x00000010  __TEXT,__text  func  __copy_helper_block_e8_32r
0x0000000253613e38  0x0000000c  __TEXT,__text  func  __destroy_helper_block_e8_32r
0x0000000253613e44  0x000001a8  __TEXT,__text  func  +[LCFCoreMLFeatureProviderUtils toMultiArrayTypeBatchProvider:srcFeatureNames:srcLabelName:destFeatureName:destLabelName:]
0x0000000253613fec  0x00000180  __TEXT,__text  func  -[LCFDatabaseConnection init:databaseName:tableName:]
0x000000025361416c  0x00000234  __TEXT,__text  func  -[LCFDatabaseConnection ensureDatabaseTable]
0x00000002536143a0  0x0000013c  __TEXT,__text  func  -[LCFDatabaseConnection doQueryEachStep:statementStepHandler:]
0x00000002536144dc  0x00000164  __TEXT,__text  func  -[LCFDatabaseConnection doQueryExec:]
0x0000000253614640  0x000000ec  __TEXT,__text  func  -[LCFDatabaseConnection getColumns]
0x000000025361472c  0x00000100  __TEXT,__text  func  __35-[LCFDatabaseConnection getColumns]_block_invoke
0x000000025361482c  0x00000008  __TEXT,__text  func  __copy_helper_block_e8_32s
0x0000000253614834  0x00000008  __TEXT,__text  func  __destroy_helper_block_e8_32s
0x000000025361483c  0x000000d0  __TEXT,__text  func  -[LCFDatabaseConnection addColumn:]
0x000000025361490c  0x00000544  __TEXT,__text  func  -[LCFDatabaseConnection writeFeatures:]
0x0000000253614e50  0x000001e4  __TEXT,__text  func  -[LCFDatabaseConnection isDoubleArray:]
0x0000000253615034  0x000006d8  __TEXT,__text  func  -[LCFDatabaseConnection query:startDate:endDate:reversed:]
0x000000025361570c  0x000007b4  __TEXT,__text  func  __58-[LCFDatabaseConnection query:startDate:endDate:reversed:]_block_invoke
0x0000000253615ec0  0x00000054  __TEXT,__text  func  __copy_helper_block_e8_32s40s48s56s64s
0x0000000253615f14  0x00000054  __TEXT,__text  func  __destroy_helper_block_e8_32s40s48s56s64s
0x0000000253615f68  0x000000f8  __TEXT,__text  func  -[LCFDatabaseConnection dumpDatabase]
0x0000000253616060  0x00000188  __TEXT,__text  func  __37-[LCFDatabaseConnection dumpDatabase]_block_invoke
0x00000002536161e8  0x000001dc  __TEXT,__text  func  -[LCFDatabaseConnection pruneFrom:endDate:]
0x00000002536163c4  0x00000008  __TEXT,__text  func  -[LCFDatabaseConnection databaseBaseURL]
0x00000002536163cc  0x00000008  __TEXT,__text  func  -[LCFDatabaseConnection databaseName]
0x00000002536163d4  0x00000008  __TEXT,__text  func  -[LCFDatabaseConnection databaseNamePath]
0x00000002536163dc  0x00000008  __TEXT,__text  func  -[LCFDatabaseConnection tableName]
0x00000002536163e4  0x00000008  __TEXT,__text  func  -[LCFDatabaseConnection dbColumnConnection]
0x00000002536163ec  0x00000068  __TEXT,__text  func  -[LCFDatabaseConnection .cxx_destruct]
0x0000000253616454  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_3  // aliases: OUTLINED_FUNCTION_2
0x0000000253616468  0x00000014  __TEXT,__text  func  OUTLINED_FUNCTION_3
0x000000025361647c  0x0000001c  __TEXT,__text  func  OUTLINED_FUNCTION_2  // aliases: OUTLINED_FUNCTION_4
0x0000000253616498  0x00000120  __TEXT,__text  func  -[LCFCoreMLFeatureProvider init:timestamp:featureValues:]
0x00000002536165b8  0x00000008  __TEXT,__text  func  -[LCFCoreMLFeatureProvider featureValueForName:]
0x00000002536165c0  0x0000003c  __TEXT,__text  func  +[LCFCoreMLFeatureProvider fromMLProvider:]
0x00000002536165fc  0x00000008  __TEXT,__text  func  -[LCFCoreMLFeatureProvider featureStoreKey]
0x0000000253616604  0x00000008  __TEXT,__text  func  -[LCFCoreMLFeatureProvider timestamp]
0x000000025361660c  0x00000008  __TEXT,__text  func  -[LCFCoreMLFeatureProvider featureValues]
0x0000000253616614  0x00000008  __TEXT,__text  func  -[LCFCoreMLFeatureProvider featureNames]
0x000000025361661c  0x0000005c  __TEXT,__text  func  -[LCFCoreMLFeatureProvider .cxx_destruct]
0x0000000253616678  0x00000148  __TEXT,__text  func  -[LCFELModelTrainingEvent init:batchProviderInfo:succeeded:trainingError:]
0x00000002536167c0  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent contextId]
0x00000002536167c8  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent eventId]
0x00000002536167d0  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent modelName]
0x00000002536167d8  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent bachProviderInfo]
0x00000002536167e0  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent succeeded]
0x00000002536167e8  0x00000008  __TEXT,__text  func  -[LCFELModelTrainingEvent trainingError]
0x00000002536167f0  0x00000074  __TEXT,__text  func  -[LCFELModelTrainingEvent .cxx_destruct]
0x0000000253616864  0x00000180  __TEXT,__text  func  +[LCFELBatchProviderInfo meanOf:]
0x00000002536169e4  0x000001b4  __TEXT,__text  func  +[LCFELBatchProviderInfo standardDeviationOf:]
0x0000000253616b98  0x00000c10  __TEXT,__text  func  -[LCFELBatchProviderInfo init:labelFeatureName:]
0x00000002536177a8  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo contextId]
0x00000002536177b0  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo eventId]
0x00000002536177b8  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo featureStoreKey]
0x00000002536177c0  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo timeRange]
0x00000002536177c8  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo featureCount]
0x00000002536177d0  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo totalFeatureStatistics]
0x00000002536177d8  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo positiveFeatureStatistics]
0x00000002536177e0  0x00000008  __TEXT,__text  func  -[LCFELBatchProviderInfo negativeFeatureStatistics]
0x00000002536177e8  0x0000008c  __TEXT,__text  func  -[LCFELBatchProviderInfo .cxx_destruct]
0x0000000253617874  0x00000058  __TEXT,__text  func  +[LCFFeatureStoreContextId getContextId]
0x00000002536178cc  0x00000048  __TEXT,__text  func  __40+[LCFFeatureStoreContextId getContextId]_block_invoke
0x0000000253617914  0x0000008c  __TEXT,__text  func  -[LCFFetureValueNameType init:featureValueType:]
0x00000002536179a0  0x00000008  __TEXT,__text  func  -[LCFFetureValueNameType featureName]
0x00000002536179a8  0x00000008  __TEXT,__text  func  -[LCFFetureValueNameType featureValueType]
0x00000002536179b0  0x0000000c  __TEXT,__text  func  -[LCFFetureValueNameType .cxx_destruct]
0x00000002536179bc  0x00000120  __TEXT,__text  func  -[LCFDatabaseColumnConnection init:databaseName:tableName:]
0x0000000253617adc  0x00000224  __TEXT,__text  func  -[LCFDatabaseColumnConnection ensureDatabaseTable]
0x0000000253617d00  0x00000108  __TEXT,__text  func  -[LCFDatabaseColumnConnection doQueryEachStep:statementStepHandler:]
0x0000000253617e08  0x00000138  __TEXT,__text  func  -[LCFDatabaseColumnConnection doQueryExec:]
0x0000000253617f40  0x0000027c  __TEXT,__text  func  -[LCFDatabaseColumnConnection writeFeatures:featureValueType:]
0x00000002536181bc  0x00000114  __TEXT,__text  func  -[LCFDatabaseColumnConnection query]
0x00000002536182d0  0x000000b4  __TEXT,__text  func  __36-[LCFDatabaseColumnConnection query]_block_invoke
0x0000000253618384  0x00000004  __TEXT,__text  func  -[LCFDatabaseColumnConnection dumpDatabase]
0x0000000253618388  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumnConnection databaseBaseURL]
0x0000000253618390  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumnConnection databaseName]
0x0000000253618398  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumnConnection databaseNamePath]
0x00000002536183a0  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumnConnection tableName]
0x00000002536183a8  0x00000008  __TEXT,__text  func  -[LCFDatabaseColumnConnection nameTypesCache]
0x00000002536183b0  0x00000044  __TEXT,__text  func  -[LCFDatabaseColumnConnection setNameTypesCache:]
0x00000002536183f4  0x00000068  __TEXT,__text  func  -[LCFDatabaseColumnConnection .cxx_destruct]
0x000000025361845c  0x00000100  __TEXT,__text  func  -[LCFFeatureSet initWithIdentifier:featureVersion:timestamp:featureValues:]
0x000000025361855c  0x00000008  __TEXT,__text  func  -[LCFFeatureSet itemIdentifier]
0x0000000253618564  0x00000008  __TEXT,__text  func  -[LCFFeatureSet featureVersion]
0x000000025361856c  0x00000008  __TEXT,__text  func  -[LCFFeatureSet timestamp]
0x0000000253618574  0x00000008  __TEXT,__text  func  -[LCFFeatureSet featureValues]
0x000000025361857c  0x0000005c  __TEXT,__text  func  -[LCFFeatureSet .cxx_destruct]
0x00000002536185d8  0x00000088  __TEXT,__text  func  -[LCFBiomeManager init:]
0x0000000253618660  0x000000f8  __TEXT,__text  func  -[LCFBiomeManager writeData:]
0x0000000253618758  0x0000007c  __TEXT,__text  func  __29-[LCFBiomeManager writeData:]_block_invoke
0x00000002536187d4  0x0000021c  __TEXT,__text  func  -[LCFBiomeManager readData:endDate:reversed:]
0x00000002536189f0  0x00000068  __TEXT,__text  func  __45-[LCFBiomeManager readData:endDate:reversed:]_block_invoke
0x0000000253618a58  0x00000054  __TEXT,__text  func  __45-[LCFBiomeManager readData:endDate:reversed:]_block_invoke.52
0x0000000253618aac  0x0000021c  __TEXT,__text  func  -[LCFBiomeManager readTimeStamps:endDate:reversed:]
0x0000000253618cc8  0x00000068  __TEXT,__text  func  __51-[LCFBiomeManager readTimeStamps:endDate:reversed:]_block_invoke
0x0000000253618d30  0x00000064  __TEXT,__text  func  __51-[LCFBiomeManager readTimeStamps:endDate:reversed:]_block_invoke.59
0x0000000253618d94  0x000001fc  __TEXT,__text  func  -[LCFBiomeManager readDataWithTimestamp:endDate:reversed:]
0x0000000253618f90  0x00000068  __TEXT,__text  func  __58-[LCFBiomeManager readDataWithTimestamp:endDate:reversed:]_block_invoke
0x0000000253618ff8  0x000000f4  __TEXT,__text  func  __58-[LCFBiomeManager readDataWithTimestamp:endDate:reversed:]_block_invoke.63
0x00000002536190ec  0x00000008  __TEXT,__text  func  -[LCFBiomeManager biomeStream]
0x00000002536190f4  0x00000008  __TEXT,__text  func  -[LCFBiomeManager biomeSource]
0x00000002536190fc  0x00000044  __TEXT,__text  func  -[LCFBiomeManager setBiomeSource:]
0x0000000253619140  0x00000044  __TEXT,__text  func  -[LCFBiomeManager .cxx_destruct]
0x0000000253619184  0x00000160  __TEXT,__text  func  -[LCFELShadowEvaluationPrediction init:predictedFeatureSet:outputLabelFeatureName:]
0x00000002536192e4  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationPrediction timestampOfInputFeatureSet]
0x00000002536192ec  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationPrediction predictedClass]
0x00000002536192f4  0x00000008  __TEXT,__text  func  -[LCFELShadowEvaluationPrediction probability]
0x00000002536192fc  0x00000050  __TEXT,__text  func  -[LCFELShadowEvaluationPrediction .cxx_destruct]
0x000000025361934c  0x00000148  __TEXT,__text  func  -[LCFELChangePointDetectionEvent init:results:succeeded:analysisError:]
0x0000000253619494  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent contextId]
0x000000025361949c  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent eventId]
0x00000002536194a4  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent inputBachProviderInfo]
0x00000002536194ac  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent results]
0x00000002536194b4  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent succeeded]
0x00000002536194bc  0x00000008  __TEXT,__text  func  -[LCFELChangePointDetectionEvent analysisError]
0x00000002536194c4  0x00000074  __TEXT,__text  func  -[LCFELChangePointDetectionEvent .cxx_destruct]
0x0000000253619538  0x00000024  __TEXT,__text  func  +[LCFELEventLogging emitModelTrainingEvent:]
0x000000025361955c  0x00000024  __TEXT,__text  func  +[LCFELEventLogging emitShadowEvaluationEvent:]
0x0000000253619580  0x00000024  __TEXT,__text  func  +[LCFELEventLogging emitFeatureImportanceEvent:]
0x00000002536195a4  0x00000024  __TEXT,__text  func  +[LCFELEventLogging emitChangePointDetectionEvent:]
0x00000002536195c8  0x00000170  __TEXT,__text  func  -[LCFELFeatureImportanceEvent init:targetLabelFeatureName:results:succeeded:analysisError:]
0x0000000253619738  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent contextId]
0x0000000253619740  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent eventId]
0x0000000253619748  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent inputBachProviderInfo]
0x0000000253619750  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent targetLabelFeatureName]
0x0000000253619758  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent results]
0x0000000253619760  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent succeeded]
0x0000000253619768  0x00000008  __TEXT,__text  func  -[LCFELFeatureImportanceEvent analysisError]
0x0000000253619770  0x00000080  __TEXT,__text  func  -[LCFELFeatureImportanceEvent .cxx_destruct]
0x00000002536197f0  0x00000054  __TEXT,__text  func  -[LCFFeatureStore featureProviderFromfeatureSet:featureNames:].cold.1  // aliases: -[LCFFeatureStore getFeatureVectorWithStoreEvents:storeEventsInReversedOrder:option:].cold.1
0x0000000253619844  0x0000003c  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectorWithStoreEvents:storeEventsInReversedOrder:option:].cold.2
0x0000000253619880  0x0000003c  __TEXT,__text  func  -[LCFFeatureStore getFeatureVectors:startDate:endDate:option:].cold.1
0x00000002536198bc  0x0000003c  __TEXT,__text  func  -[LCFFeatureStore pruneFrom:endDate:option:].cold.1
0x00000002536198f8  0x00000014  __TEXT,__text  func  LCFLoggingUtilsInit.cold.1
0x000000025361990c  0x00000048  __TEXT,__text  func  -[LCFDatabaseConnection doQueryEachStep:statementStepHandler:].cold.1  // aliases: -[LCFDatabaseConnection doQueryExec:].cold.1, -[LCFDatabaseConnection ensureDatabaseTable].cold.1
0x0000000253619954  0x00000044  __TEXT,__text  func  -[LCFDatabaseConnection doQueryExec:].cold.2  // aliases: -[LCFDatabaseColumnConnection ensureDatabaseTable].cold.2, -[LCFDatabaseColumnConnection doQueryExec:].cold.1, -[LCFDatabaseConnection ensureDatabaseTable].cold.2
0x0000000253619998  0x0000002c  __TEXT,__text  func  -[LCFDatabaseConnection doQueryEachStep:statementStepHandler:].cold.2
0x00000002536199c4  0x00000044  __TEXT,__text  func  -[LCFDatabaseConnection query:startDate:endDate:reversed:].cold.1
0x0000000253619a08  0x00000014  __TEXT,__text  func  +[LCFFeatureStoreContextId getContextId].cold.1
0x0000000253619a1c  0x00000054  __TEXT,__text  func  -[LCFDatabaseColumnConnection ensureDatabaseTable].cold.1
0x0000000253619a70  0x0000002c  __TEXT,__text  func  -[LCFDatabaseColumnConnection doQueryEachStep:statementStepHandler:].cold.1
0x0000000253619a9c  0x000002a4  __TEXT,__text  func  __29-[LCFBiomeManager writeData:]_block_invoke.cold.1
0x0000000253619d40  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFCoreMLBatchProvider
0x0000000253619d58  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFCoreMLFeatureProvider
0x0000000253619d70  0x00000020  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFCoreMLFeatureProviderUtils
0x0000000253619d90  0x00000020  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFELBatchProviderInfo
0x0000000253619db0  0x00000050  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFELCoreAnalyticsHandler
0x0000000253619e00  0x00000038  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFELEventLogging
0x0000000253619e38  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_LCFFeatureStoreContextId
0x0000000253619e50  0x00000078  __TEXT,__objc_methlist  func  _OBJC_$_INSTANCE_METHODS_LCFBiomeManager
