//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/FeatureFlags.framework/Versions/A/FeatureFlags
// arch:    arm64e
// uuid:    9F17EE22-3F47-3F98-A9B9-1C46372AEE83
// text:    0x00000001dbb50000
// count:   10 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x00000001dbb50678  0x00000160  __TEXT,__text  sub  sub_1dbb50678
0x00000001dbb507d8  0x00000044  __TEXT,__text  func  __swift_project_boxed_opaque_existential_1
0x00000001dbb5081c  0x00000170  __TEXT,__text  sub  sub_1dbb5081c
0x00000001dbb5098c  0x00000014  __TEXT,__text  sub  sub_1dbb5098c
0x00000001dbb509a0  0x00000014  __TEXT,__text  sub  sub_1dbb509a0
0x00000001dbb509b4  0x00000014  __TEXT,__text  func  _swift_os_feature_enabled_impl
0x00000001dbb509c8  0x00000038  __TEXT,__const  func  __FeatureFlagsVersionString
0x00000001dbb50a00  0x00000026  __TEXT,__const  func  __FeatureFlagsVersionNumber
0x00000001dbb50a26  0x00000002  __TEXT,__const  func  __swift_reflection_version
0x00000001dbb50a28  0x00000000  __TEXT,__swift5_typeref  func  symbolic $s12FeatureFlags0aB3KeyP
